id_eca_14,H3_int_4
North American area 1,594691788963315711
North American area 1,595180573421469695
North American area 1,594987763749617663
North American area 1,595192702409113599
North American area 1,595197693161111551
North American area 1,595181157537021951
North American area 1,595179104542654463
North American area 1,595197899319541759
North American area 1,595197925089345535
North American area 1,595198328816271359
North American area 1,595208361859874815
North American area 1,594693627209318399
North American area 1,594985788064661503
North American area 1,595199960903843839
North American area 1,594993287077560319
North American area 1,594691840502923263
North American area 1,595193776150937599
North American area 1,595179138902392831
North American area 1,595178915564093439
North American area 1,595194240007405567
North American area 1,595198345996140543
North American area 1,594989060829741055
North American area 1,595198311636402175
North American area 1,594989043649871871
North American area 1,594691402416259071
North American area 1,594987626310664191
North American area 1,595181252026302463
North American area 1,594987789519421439
North American area 1,594986269100998655
North American area 1,594985607676035071
North American area 1,595195451188183039
North American area 1,594993046559391743
North American area 1,595197968039018495
North American area 1,594690844070510591
North American area 1,595198208557187071
North American area 1,595193733201264639
North American area 1,594986208971456511
North American area 1,594804377236013055
North American area 1,594988261965823999
North American area 1,594988219016151039
North American area 1,595179516859514879
North American area 1,595199763335348223
North American area 1,595179430960168959
North American area 1,595182463207079935
North American area 1,594988528253796351
North American area 1,594801937694588927
North American area 1,595179671478337535
North American area 1,595199875004497919
North American area 1,594985341388062719
North American area 1,594819744628998143
North American area 1,594992221925670911
North American area 1,595194471935639551
North American area 1,595192324451991551
North American area 1,594690775351033855
North American area 1,595179705838075903
North American area 1,595193982309367807
North American area 1,594985702165315583
North American area 1,595197727520849919
North American area 1,594990177521238015
North American area 1,595179542629318655
North American area 1,594691857682792447
North American area 1,594985427287408639
North American area 1,594993278487625727
North American area 1,594993080919130111
North American area 1,594987901188571135
North American area 1,595193011646758911
North American area 1,594991964227633151
North American area 1,594993493235990527
North American area 1,595197907909476351
North American area 1,594691307926978559
North American area 1,594993166818476031
North American area 1,595198517794832383
North American area 1,594987600540860415
North American area 1,595194411806097407
North American area 1,595198157017579519
North American area 1,594690766761099263
North American area 1,595197830600065023
North American area 1,595192418941272063
North American area 1,595193003056824319
North American area 1,595194489115508735
North American area 1,594988983520329727
North American area 1,594802453090664447
North American area 1,595181501134405631
North American area 1,594993467466186751
North American area 1,595184756719615999
North American area 1,594802281291972607
North American area 1,594988949160591359
North American area 1,594990022902415359
North American area 1,595182523336622079
North American area 1,595181441004863487
North American area 1,594691333696782335
North American area 1,594985659215642623
North American area 1,595184782489419775
North American area 1,595179448140038143
North American area 1,594988768771964927
North American area 1,595194841302827007
North American area 1,595194334496686079
North American area 1,595197882139672575
North American area 1,595197177765036031
North American area 1,594802676428963839
North American area 1,594985521776689151
North American area 1,594801800255635455
North American area 1,594985727935119359
North American area 1,594988468124254207
North American area 1,595181045867872255
North American area 1,595199952313909247
North American area 1,594988717232357375
North American area 1,594692639366840319
North American area 1,595179233391673343
North American area 1,594691986531811327
North American area 1,595192281502318591
North American area 1,594692613597036543
North American area 1,595181166126956543
North American area 1,595199943723974655
North American area 1,595179568399122431
North American area 1,594992075896782847
North American area 1,594992934890242047
North American area 1,595182016530481151
North American area 1,595179808917291007
North American area 1,594987566181122047
North American area 1,595198294456532991
North American area 1,595207786334257151
North American area 1,594988854671310847
North American area 1,595199969493778431
North American area 1,595181226256498687
North American area 1,594804050818498559
North American area 1,595195691706351615
North American area 1,595179439550103551
North American area 1,595198088298102783
North American area 1,594801078701129727
North American area 1,594692708086317055
North American area 1,594988880441114623
North American area 1,594988708642422783
North American area 1,594804222617190399
North American area 1,594988502483992575
North American area 1,594801808845570047
North American area 1,594989086599544831
North American area 1,594804136717844479
North American area 1,595179156082262015
North American area 1,595192899977609215
North American area 1,595194265777209343
North American area 1,594987549001252863
North American area 1,595179095952719871
North American area 1,594991981407502335
North American area 1,594802023593934847
North American area 1,594801894744915967
North American area 1,594801748716027903
North American area 1,594987609130795007
North American area 1,594988863261245439
North American area 1,594993063739260927
North American area 1,594991938457829375
North American area 1,595181080227610623
North American area 1,595194678094069759
North American area 1,595197641621503999
North American area 1,594993183998345215
North American area 1,594819452571222015
North American area 1,594802504630271999
North American area 1,594804171077582847
North American area 1,594993123868803071
North American area 1,595179070182916095
North American area 1,594993338617167871
North American area 1,595192968697085951
North American area 1,594992282055213055
North American area 1,595196576469614591
North American area 1,594690964329594879
North American area 1,594991998587371519
North American area 1,594993244127887359
North American area 1,595194952971976703
North American area 1,594988090167132159
North American area 1,595195038871322623
North American area 1,595194085388582911
North American area 1,594990057262153727
North American area 1,594985745114988543
North American area 1,595195236439818239
North American area 1,594992763091550207
North American area 1,595180710860423167
North American area 1,595179053003046911
North American area 1,595192762538655743
North American area 1,595179241981607935
North American area 1,594992393724362751
North American area 1,595179465319907327
North American area 1,594987531821383679
North American area 1,594987634900598783
North American area 1,594802264112103423
North American area 1,594988846081376255
North American area 1,594993476056121343
North American area 1,594803921969479679
North American area 1,595192985876955135
North American area 1,594802315651710975
North American area 1,594986827446747135
North American area 1,594988545433665535
North American area 1,594693661569056767
North American area 1,594691634344493055
North American area 1,595194428985966591
North American area 1,595198371765944319
North American area 1,594988493894057983
North American area 1,594988244785954815
North American area 1,595192977287020543
North American area 1,594985650625708031
North American area 1,594987695030140927
North American area 1,595192461890945023
North American area 1,594988150296674303
North American area 1,594991139593912319
North American area 1,594985444467277823
North American area 1,595181140357152767
North American area 1,594988923390787583
North American area 1,594691015869202431
North American area 1,595194145518125055
North American area 1,595198114067906559
North American area 1,594802410140991487
North American area 1,595192796898394111
North American area 1,594985504596819967
North American area 1,594691849092857855
North American area 1,595197555722158079
North American area 1,594691075998744575
North American area 1,594988743002161151
North American area 1,594692587827232767
North American area 1,595179491089711103
North American area 1,595197787650392063
North American area 1,594988253375889407
North American area 1,594820028096839679
North American area 1,594985349977997311
North American area 1,595184791079354367
North American area 1,594988382224908287
North American area 1,594993149638606847
North American area 1,595746993708466175
North American area 1,595196662368960511
North American area 1,595194076798648319
North American area 1,595194257187274751
North American area 1,594988236196020223
North American area 1,594691522675343359
North American area 1,595196851347521535
North American area 1,594691350876651519
North American area 1,595181776012312575
North American area 1,595179396600430591
North American area 1,595181088817545215
North American area 1,595180882659115007
North American area 1,595207794924191743
North American area 1,594993192588279807
North American area 1,594988511073927167
North American area 1,594992840400961535
North American area 1,594691299337043967
North American area 1,594985573316296703
North American area 1,595194248597340159
North American area 1,594819469751091199
North American area 1,595181355105517567
North American area 1,595179302111150079
North American area 1,595196602239418367
North American area 1,595194935792107519
North American area 1,595192668049375231
North American area 1,595198182787383295
North American area 1,595192341631860735
North American area 1,594987884008701951
North American area 1,594820010916970495
North American area 1,595192453301010431
North American area 1,595197976628953087
North American area 1,595746847679578111
North American area 1,595193260754862079
North American area 1,594693498360299519
North American area 1,594989017880068095
North American area 1,595194617964527615
North American area 1,595197753290653695
North American area 1,595181071637676031
North American area 1,594692673726578687
North American area 1,594691642934427647
North American area 1,594987643490533375
North American area 1,595182059480154111
North American area 1,594985796654596095
North American area 1,595180599191273471
North American area 1,594992015767240703
North American area 1,594988674282684415
North American area 1,594691591394820095
North American area 1,595194944382042111
North American area 1,595178958513766399
North American area 1,595181458184732671
North American area 1,595198388945813503
North American area 1,594692768215859199
North American area 1,595192401761402879
North American area 1,594691909222399999
North American area 1,595180590601338879
North American area 1,594993218358083583
North American area 1,594802435910795263
North American area 1,595207812104060927
North American area 1,595195004511584255
North American area 1,594802513220206591
North American area 1,594992256285409279
North American area 1,594692699496382463
North American area 1,595181887681462271
North American area 1,594993398746710015
North American area 1,594804025048694783
North American area 1,594992187565932543
North American area 1,594801946284523519
North American area 1,595192496250683391
North American area 1,594804214027255807
North American area 1,595192144063365119
North American area 1,595184808259223551
North American area 1,594690938559791103
North American area 1,595180865479245823
North American area 1,595181827551920127
North American area 1,594692656546709503
North American area 1,595746976528596991
North American area 1,595182488976883711
North American area 1,594985375747801087
North American area 1,595179216211804159
North American area 1,595197933679280127
North American area 1,595179147492327423
North American area 1,594988657102815231
North American area 1,595192822668197887
North American area 1,594986750137335807
North American area 1,595179740197814271
North American area 1,594691531265277951
North American area 1,595192710999048191
North American area 1,595181234846433279
North American area 1,595181320745779199
North American area 1,595181363695452159
North American area 1,595181475364601855
North American area 1,594691222027632639
North American area 1,595197796240326655
North American area 1,595197822010130431
North American area 1,594819993737101311
North American area 1,594690698041622527
North American area 1,595179473909841919
North American area 1,594802573349748735
North American area 1,595198431895486463
North American area 1,595192882797740031
North American area 1,594991955637698559
North American area 1,594985770884792319
North American area 1,594993355797037055
North American area 1,594692759625924607
North American area 1,595195202080079871
North American area 1,595179078772850687
North American area 1,594988184656412671
North American area 1,595198174197448703
North American area 1,594691385236389887
North American area 1,594804085178236927
North American area 1,595197538542288895
North American area 1,594993321437298687
North American area 1,595194377446359039
North American area 1,595181303565910015
North American area 1,595181767422377983
North American area 1,594987677850271743
North American area 1,595193028826628095
North American area 1,594986191791587327
North American area 1,594691290747109375
North American area 1,594993424516513791
North American area 1,594820285794877439
North American area 1,595192264322449407
North American area 1,594804153897713663
North American area 1,595198440485421055
North American area 1,594804119537975295
North American area 1,594802289881907199
North American area 1,594987755159683071
North American area 1,594691565625016319
North American area 1,595192204192907263
North American area 1,595178949923831807
North American area 1,595197151995232255
North American area 1,594691496905539583
North American area 1,595181269206171647
North American area 1,595178855434551295
North American area 1,595181492544471039
North American area 1,594802075133542399
North American area 1,595195726066089983
North American area 1,595198251506860031
North American area 1,594691256387371007
North American area 1,595196859937456127
North American area 1,595194609374593023
North American area 1,595180616371142655
North American area 1,594992350774689791
North American area 1,594990048672219135
North American area 1,594989000700198911
North American area 1,595198552154570751
North American area 1,594988914800852991
North American area 1,594993450286317567
North American area 1,595197993808822271
North American area 1,595746950758793215
North American area 1,595181337925648383
North American area 1,595746864859447295
North American area 1,594800632024530943
North American area 1,595192290092253183
North American area 1,595193518452899839
North American area 1,594988665692749823
North American area 1,595179199031934975
North American area 1,594802126673149951
North American area 1,594819461161156607
North American area 1,594992823221092351
North American area 1,595197856369868799
North American area 1,594993484646055935
North American area 1,595182025120415743
North American area 1,595746959348727807
North American area 1,594988356455104511
North American area 1,595196628009222143
North American area 1,594693515540168703
North American area 1,594992153206194175
North American area 1,595197959449083903
North American area 1,595193784740872191
North American area 1,594690887020183551
North American area 1,595193724611330047
North American area 1,595182531926556671
North American area 1,595196585059549183
North American area 1,594986707187662847
North American area 1,594988176066478079
North American area 1,595192917157478399
North American area 1,594693618619383807
North American area 1,594993458876252159
North American area 1,595192436121141247
North American area 1,594991148183846911
North American area 1,595197847779934207
North American area 1,595194540655116287
North American area 1,594692725266186239
North American area 1,594802083723476991
North American area 1,594802401551056895
North American area 1,594985581906231295
North American area 1,595194669504135167
North American area 1,595196868527390719
North American area 1,594988330685300735
North American area 1,594820294384812031
North American area 1,594987720799944703
North American area 1,594993141048672255
North American area 1,595198225737056255
North American area 1,594988811721637887
North American area 1,595207751974518783
North American area 1,595194652324265983
North American area 1,595179714428010495
North American area 1,594985590496165887
North American area 1,594992299235082239
North American area 1,594988957750525951
North American area 1,595199883594432511
North American area 1,594691660114296831
North American area 1,594801903334850559
North American area 1,595182428847341567
North American area 1,594985418697474047
North American area 1,595198096888037375
North American area 1,595199995263582207
North American area 1,595193698841526271
North American area 1,595192075343888383
North American area 1,595192092523757567
North American area 1,595181183306825727
North American area 1,594987540411318271
North American area 1,595197985218887679
North American area 1,595196696728698879
North American area 1,595181260616237055
North American area 1,594992041537044479
North American area 1,594993209768148991
North American area 1,594988476714188799
North American area 1,595193037416562687
North American area 1,594990143161499647
North American area 1,595194480525574143
North American area 1,594801834615373823
North American area 1,594692596417167359
North American area 1,595194970151845887
North American area 1,594992178975997951
North American area 1,594690921379921919
North American area 1,595194308726882303
North American area 1,594985916913680383
North American area 1,594990031492349951
North American area 1,595198406125682687
North American area 1,595199978083713023
North American area 1,595192384581533695
North American area 1,594988974930395135
North American area 1,595192040984150015
North American area 1,594993037969457151
North American area 1,594801963464392703
North American area 1,595181329335713791
North American area 1,594691574214950911
North American area 1,595198500614963199
North American area 1,595199986673647615
North American area 1,594985435877343231
North American area 1,595180848299376639
North American area 1,595193217805189119
North American area 1,594690715221491711
North American area 1,594986200381521919
North American area 1,595182033710350335
North American area 1,594986818856812543
North American area 1,595179637118599167
North American area 1,595194703863873535
North American area 1,594801731536158719
North American area 1,594693429640822783
North American area 1,594993235537952767
North American area 1,595181217666564095
North American area 1,594988725822291967
North American area 1,595198474845159423
North American area 1,594693567079776255
North American area 1,595194592194723839
North American area 1,594987995677851647
North American area 1,594691608574689279
North American area 1,594985951273418751
North American area 1,594993252717821951
North American area 1,594993407336644607
North American area 2,595752139079286783
North American area 2,595229063602241535
North American area 2,595216616787017727
North American area 2,595239732301004799
North American area 2,595672192558039039
North American area 2,595677209079840767
North American area 2,595678437440487423
North American area 2,595671436643794943
North American area 2,594961160722186239
North American area 2,595214056986509311
North American area 2,594934102428221439
North American area 2,595227379975061503
North American area 2,595228187428913151
North American area 2,595235308484689919
North American area 2,594962105614991359
North American area 2,595695316661960703
North American area 2,595237559047553023
North American area 2,595678351541141503
North American area 2,595686159791685631
North American area 2,594942658003075071
North American area 2,595239328574078975
North American area 2,595234518210707455
North American area 2,595216256009764863
North American area 2,595214280324808703
North American area 2,594743697938055167
North American area 2,595238632789377023
North American area 2,594959846462193663
North American area 2,595239534732509183
North American area 2,595216281779568639
North American area 2,594961238031597567
North American area 2,595231829561180159
North American area 2,595217089233420287
North American area 2,594746420947320831
North American area 2,595688092526968831
North American area 2,595672046529150975
North American area 2,595216075621138431
North American area 2,595229707847335935
North American area 2,595671986399608831
North American area 2,594962088435122175
North American area 2,595229441559363583
North American area 2,594960129930035199
North American area 2,595680799672500223
North American area 2,595237438788468735
North American area 2,595229587588251647
North American area 2,595672055119085567
North American area 2,595234939117502463
North American area 2,594942331585560575
North American area 2,595231941230329855
North American area 2,594746609925881855
North American area 2,595214469303369727
North American area 2,595686168381620223
North American area 2,594746197609021439
North American area 2,594961598808850431
North American area 2,595678471800225791
North American area 2,594744445262364671
North American area 2,595214263144939519
North American area 2,595234380771753983
North American area 2,595216934614597631
North American area 2,594936009393700863
North American area 2,595232559705620479
North American area 2,595232387906928639
North American area 2,594962621011066879
North American area 2,594961212261793791
North American area 2,595234793088614399
North American area 2,595687250713378815
North American area 2,594744273463672831
North American area 2,594941584261251071
North American area 2,595672141018431487
North American area 2,594960284548857855
North American area 2,594941498361905151
North American area 2,594943559946207231
North American area 2,595681117500080127
North American area 2,595678480390160383
North American area 2,595678050893430783
North American area 2,595214245965070335
North American area 2,594961521499439103
North American area 2,595683204854185983
North American area 2,595234208973062143
North American area 2,594941429642428415
North American area 2,595678033713561599
North American area 2,595672639234637823
North American area 2,594744230513999871
North American area 2,594960207239446527
North American area 2,595235239765213183
North American area 2,595233375749406719
North American area 2,595228960523026431
North American area 2,595230592610598911
North American area 2,595674417351098367
North American area 2,595233504598425599
North American area 2,595694045351641087
North American area 2,595229252580802559
North American area 2,595234097303912447
North American area 2,594959511454744575
North American area 2,594961564449112063
North American area 2,595225919686180863
North American area 2,594942640823205887
North American area 2,595232250467975167
North American area 2,595681203399426047
North American area 2,595671874730459135
North American area 2,595239543322443775
North American area 2,595673154630713343
North American area 2,595673420918685695
North American area 2,595233478828621823
North American area 2,595229201041195007
North American area 2,595678145382711295
North American area 2,594959640303763455
North American area 2,595673326429405183
North American area 2,594941790419681279
North American area 2,595227500234145791
North American area 2,594945046004891647
North American area 2,595230420811907071
North American area 2,595751718172491775
North American area 2,595233384339341311
North American area 2,595227637673099263
North American area 2,595234604110053375
North American area 2,595234466671099903
North American area 2,594959090547949567
North American area 2,595685721705021439
North American area 2,595232482396209151
North American area 2,595215714843885567
North American area 2,595671479593467903
North American area 2,594951411146424319
North American area 2,595234767318810623
North American area 2,594944556378619903
North American area 2,595677252029513727
North American area 2,594942821211832319
North American area 2,594942469024514047
North American area 2,595214082756313087
North American area 2,595687216353640447
North American area 2,594960920204017663
North American area 2,595229218221064191
North American area 2,595678454620356607
North American area 2,594944290090647551
North American area 2,594933930629529599
North American area 2,595233968454893567
North American area 2,594936318631346175
North American area 2,595234750138941439
North American area 2,594944118291955711
North American area 2,594961298161139711
North American area 2,594961899456561151
North American area 2,594959717613174783
North American area 2,595233916915286015
North American area 2,595673369379078143
North American area 2,594942615053402111
North American area 2,595672939882348543
North American area 2,595688058167230463
North American area 2,595674382991359999
North American area 2,594959803512520703
North American area 2,594944745357180927
North American area 2,594961057642971135
North American area 2,595673171810582527
North American area 2,595215010469249023
North American area 2,594942503384252415
North American area 2,594961512909504511
North American area 2,595679176174862335
North American area 2,595677286389252095
North American area 2,594726749997105151
North American area 2,595234552570445823
North American area 2,595687096094556159
North American area 2,595216797175644159
North American area 2,595214907390033919
North American area 2,594943757514702847
North American area 2,594942554923859967
North American area 2,595237309939449855
North American area 2,595228067169828863
North American area 2,595216651146756095
North American area 2,595215233807548415
North American area 2,595234440901296127
North American area 2,595681160449753087
North American area 2,594941704520335359
North American area 2,595234406541557759
North American area 2,594944513428946943
North American area 2,595679554131984383
North American area 2,594944771126984703
North American area 2,595227397154930687
North American area 2,595239405883490303
North American area 2,595229183861325823
North American area 2,595235042196717567
North American area 2,595234037174370303
North American area 2,595237404428730367
North American area 2,594961358290681855
North American area 2,595227551773753343
North American area 2,594959030418407423
North American area 2,595229475919101951
North American area 2,594960267368988671
North American area 2,595231992769937407
North American area 2,595235291304820735
North American area 2,594743543319232511
North American area 2,594960971743625215
North American area 2,595225661988143103
North American area 2,594962002535776255
North American area 2,595671771651244031
North American area 2,595686039532601343
North American area 2,595214108526116863
North American area 2,595234930527567871
North American area 2,595683385242812415
North American area 2,595215723433820159
North American area 2,594944255730909183
North American area 2,595238667149115391
North American area 2,594959786332651519
North American area 2,594941747470008319
North American area 2,594959288116445183
North American area 2,595673395148881919
North American area 2,594746300688236543
North American area 2,595695204992811007
North American area 2,594961530089373695
North American area 2,594744247693869055
North American area 2,595673120270974975
North American area 2,594942898521243647
North American area 2,594942606463467519
North American area 2,595228711414923263
North American area 2,594746369407713279
North American area 2,595230884668375039
North American area 2,595239603451985919
North American area 2,595233392929275903
North American area 2,595232336367321087
North American area 2,595672828213198847
North American area 2,595679210534600703
North American area 2,595235025016848383
North American area 2,594961469959831551
North American area 2,595679150405058559
North American area 2,595232594065358847
North American area 2,595672166788235263
North American area 2,595232405086797823
North American area 2,595230738639486975
North American area 2,595679313613815807
North American area 2,595235136685998079
North American area 2,594744453852299263
North American area 2,594943766104637439
North American area 2,594959631713828863
North American area 2,594944659457835007
North American area 2,594944358810124287
North American area 2,595217209492504575
North American area 2,595672158198300671
North American area 2,594744333593214975
North American area 2,595229029242503167
North American area 2,595752018820202495
North American area 2,595231898280656895
North American area 2,595673283479732223
North American area 2,595678111022972927
North American area 2,595234372181819391
North American area 2,594961830737084415
North American area 2,595687164814032895
North American area 2,595234054354239487
North American area 2,594944247140974591
North American area 2,595237430198534143
North American area 2,595215027649118207
North American area 2,595230979157655551
North American area 2,594960937383886847
North American area 2,595678239871991807
North American area 2,594960301728727039
North American area 2,595677200489906175
North American area 2,594942700952748031
North American area 2,595679399513161727
North American area 2,595678300001533951
North American area 2,595687207763705855
North American area 2,595234071534108671
North American area 2,594941541311578111
North American area 2,595217450010673151
North American area 2,595676152517885951
North American area 2,595214323274481663
North American area 2,595229132321718271
North American area 2,595231967000133631
North American area 2,595673498228097023
North American area 2,595678317181403135
North American area 2,595237576227422207
North American area 2,594936078113177599
North American area 2,595751709582557183
North American area 2,595232070079348735
North American area 2,595672922702479359
North American area 2,594933690111361023
North American area 2,595694053941575679
North American area 2,595679468232638463
North American area 2,595228720004857855
North American area 2,595217432830803967
North American area 2,594941403872624639
North American area 2,594961246621532159
North American area 2,594958978878799871
North American area 2,595227448694538239
North American area 2,594943783284506623
North American area 2,594942348765429759
North American area 2,594743809607204863
North American area 2,595694217150332927
North American area 2,595685738884890623
North American area 2,595672707954114559
North American area 2,595673335019339775
North American area 2,595227242536108031
North American area 2,594959322476183551
North American area 2,594743672168251391
North American area 2,595695093323661311
North American area 2,595671617032421375
North American area 2,595236347866775551
North American area 2,595674941337108479
North American area 2,595234681419464703
North American area 2,595695290892156927
North American area 2,595674425941032959
North American area 2,594933664341557247
North American area 2,595214031216705535
North American area 2,594744419492560895
North American area 2,595227543183818751
North American area 2,594743603448774655
North American area 2,595228419357147135
North American area 2,595752053179940863
North American area 2,594961427010158591
North American area 2,595682466119811071
North American area 2,595243606361505791
North American area 2,595216556657475583
North American area 2,595229192451260415
North American area 2,595216298959437823
North American area 2,595695076143792127
North American area 2,594961976765972479
North American area 2,595229664897662975
North American area 2,595695162043138047
North American area 2,595214460713435135
North American area 2,594961487139700735
North American area 2,595238649969246207
North American area 2,594941592851185663
North American area 2,595235033606782975
North American area 2,594942846981636095
North American area 2,594944650867900415
North American area 2,594959872231997439
North American area 2,595232619835162623
North American area 2,595215938182184959
North American area 2,595227311255584767
North American area 2,595682543429222399
North American area 2,595235059376586751
North American area 2,594959906591735807
North American area 2,595216642556821503
North American area 2,595239319984144383
North American area 2,595671977809674239
North American area 2,595227474464342015
North American area 2,595680945701388287
North American area 2,595234921937633279
North American area 2,595674932747173887
North American area 2,594944994465284095
North American area 2,595230644150206463
North American area 2,595239508962705407
North American area 2,595671471003533311
North American area 2,595672390126534655
North American area 2,595679416693030911
North American area 2,594941764649877503
North American area 2,594945037414957055
North American area 2,595216402038652927
North American area 2,594941627210924031
North American area 2,595678446030422015
North American area 2,595227268305911807
North American area 2,594744307823411199
North American area 2,595232044309544959
North American area 2,595216376268849151
North American area 2,595681083140341759
North American area 2,595243494692356095
North American area 2,595751847021510655
North American area 2,595235265535016959
North American area 2,594962148564664319
North American area 2,595229166681456639
North American area 2,595671994989543423
North American area 2,595233873965613055
North American area 2,595680851212107775
North American area 2,594945114724368383
North American area 2,595215783563362303
North American area 2,595228926163288063
North American area 2,594959597354090495
North American area 2,595236485305729023
North American area 2,595672355766796287
North American area 2,595216092801007615
North American area 2,595673111681040383
North American area 2,595215139318267903
North American area 2,594961006103363583
North American area 2,595230815948898303
North American area 2,595695273712287743
North American area 2,595695144863268863
North American area 2,595672948472283135
North American area 2,595751743942295551
North American area 2,595751975870529535
North American area 2,594944719587377151
North American area 2,595233530368229375
North American area 2,595233934095155199
North American area 2,595216393448718335
North American area 2,594943912133525503
North American area 2,595679270664142847
North American area 2,594944899976003583
North American area 2,595216350499045375
North American area 2,594944831256526847
North American area 2,595754114764242943
North American area 2,595671462413598719
North American area 2,595216608197083135
North American area 2,595229682077532159
North American area 2,595227465874407423
North American area 2,594959262346641407
North American area 2,594961040463101951
North American area 2,594933818960379903
North American area 2,595751864201379839
North American area 2,594944135471824895
North American area 2,595680868391976959
North American area 2,595215508685455359
North American area 2,595215852282839039
North American area 2,595679579901788159
North American area 2,595678308591468543
North American area 2,594944891386068991
North American area 2,594944522018881535
North American area 2,595229656307728383
North American area 2,595239637811724287
North American area 2,594960155699838975
North American area 2,594945071774695423
North American area 2,595230523891122175
North American area 2,595216273189634047
North American area 2,595679571311853567
North American area 2,595230601200533503
North American area 2,594942589283598335
North American area 2,594959313886248959
North American area 2,595232035719610367
North American area 2,594960190059577343
North American area 2,595230901848244223
North American area 2,595227689212706815
North American area 2,594942194146607103
North American area 2,595234269102604287
North American area 2,594960954563756031
North American area 2,594941369512886271
North American area 2,594959588764155903
North American area 2,595679511182311423
North American area 2,595232551115685887
North American area 2,595214074166378495
North American area 2,595239491782836223
North American area 2,594944934335741951
North American area 2,594936284271607807
North American area 2,595229312710344703
North American area 2,595216599607148543
North American area 2,594744101664980991
North American area 2,595671608442486783
North American area 2,594944796896788479
North American area 2,595678162562580479
North American area 2,595680911341649919
North American area 2,594961435600093183
North American area 2,595672123838562303
North American area 2,595229725027205119
North American area 2,595680928521519103
North American area 2,595215955362054143
North American area 2,595239345753948159
North American area 2,595235360024297471
North American area 2,595228917573353471
North American area 2,594942769672224767
North American area 2,595673163220647935
North American area 2,595234724369137663
North American area 2,594951686024331263
North American area 2,594941489771970559
North American area 2,595680791082565631
North American area 2,594944152651694079
North American area 2,595673146040778751
North American area 2,595678282821664767
North American area 2,595752156259155967
North American area 2,594961169312120831
North American area 2,595751829841641471
North American area 2,594961384060485631
North American area 2,595672261277515775
North American area 2,595676135338016767
North American area 2,594941464002166783
North American area 2,595229630537924607
North American area 2,595673292069666815
North American area 2,594959502864809983
North American area 2,595679167584927743
North American area 2,594961873686757375
North American area 2,595234672829530111
North American area 2,594945097544499199
North American area 2,595230549660925951
North American area 2,595671797421047807
North American area 2,595679038735908863
North American area 2,595234080124043263
North American area 2,595214477893304319
North American area 2,594746335047974911
North American area 2,595686185561489407
North American area 2,595239758070808575
North American area 2,595680919931584511
North American area 2,595216144340615167
North American area 2,595751726762426367
North American area 2,594944874206199807
North American area 2,594943791874441215
North American area 2,595688178426314751
North American area 2,595228213198716927
North American area 2,595239577682182143
North American area 2,594959657483632639
North American area 2,595672218327842815
North American area 2,595680937111453695
North American area 2,594944187011432447
North American area 2,595679451052769279
North American area 2,595215242397483007
North American area 2,594959889411866623
North American area 2,594942185556672511
North American area 2,595695230762614783
North American area 2,595678394490814463
North American area 2,595672364356730879
North American area 2,595678171152515071
North American area 2,594961186491990015
North American area 2,595682251371446271
North American area 2,594746206198956031
North American area 2,594936043753439231
North American area 2,595216591017213951
North American area 2,595217235262308351
North American area 2,595238641379311615
North American area 2,594944307270516735
North American area 2,595228694235054079
North American area 2,594933939219464191
North American area 2,595229845286289407
North American area 2,594960714045587455
North American area 2,595688384584744959
North American area 2,595233985634762751
North American area 2,595229750797008895
North American area 2,595239414473424895
North American area 2,595234999247044607
North American area 2,595234475261034495
North American area 2,595671857550589951
North American area 2,595215379836436479
North American area 2,594746266328498175
North American area 2,595672029349281791
North American area 2,595228539616231423
North American area 2,595673455278424063
North American area 2,594942597873532927
North American area 2,595230111574261759
North American area 2,595215929592250367
North American area 2,594943903543590911
North American area 2,595214357634220031
North American area 2,595216444988325887
North American area 2,595227594723426303
North American area 2,594744024355569663
North American area 2,595216487937998847
North American area 2,594941515541774335
North American area 2,595671651392159743
North American area 2,594942572103729151
North American area 2,595214873030295551
North American area 2,594942202736541695
North American area 2,594941386692755455
North American area 2,595215474325716991
North American area 2,595686142611816447
North American area 2,595216384858783743
North American area 2,595215749203623935
North American area 2,594961590218915839
North American area 2,595673188990451711
North American area 2,595682217011707903
North American area 2,595227362795192319
North American area 2,595687276483182591
North American area 2,594744290643542015
North American area 2,594744350773084159
North American area 2,594962131384795135
North American area 2,594961418420223999
North American area 2,595234458081165311
North American area 2,595681211989360639
North American area 2,595215817923100671
North American area 2,594933982169137151
North American area 2,595751872791314431
North American area 2,595227251126042623
North American area 2,595681151859818495
North American area 2,595752104719548415
North American area 2,595230412221972479
North American area 2,595227328435453951
North American area 2,595234140253585407
North American area 2,595217681938907135
North American area 2,594959700433305599
North American area 2,595214486483238911
North American area 2,595233667807182847
North American area 2,595225928276115455
North American area 2,595227603313360895
North American area 2,595671642802225151
North American area 2,594959176447295487
North American area 2,594934085248352255
North American area 2,594943929313394687
North American area 2,595671453823664127
North American area 2,594961736247803903
North American area 2,595694114071117823
North American area 2,595674949927043071
North American area 2,595687139044229119
North American area 2,595681950723735551
North American area 2,594746446717124607
North American area 2,595672879752806399
North American area 2,595673446688489471
North American area 2,595232473806274559
North American area 2,595227912551006207
North American area 2,594944951515611135
North American area 2,595681985083473919
North American area 2,595215886642577407
North American area 2,595233633447444479
North American area 2,595230532481056767
North American area 2,595237155320627199
North American area 2,594944728177311743
North American area 2,594944281500712959
North American area 2,595229879646027775
North American area 2,595230145934000127
North American area 2,595228204608782335
North American area 2,595229321300279295
