id_coast_1,H3_int_4
0-E,594834287388262399
0-E,595003156912406527
0-E,594644226495479807
0-E,595612355073671167
0-E,595623599298052095
0-E,595025619591364607
0-E,595542261207400447
0-E,595625875630718975
0-E,595607699329122303
0-E,594662239588319231
0-E,594884555685494783
0-E,594854499504357375
0-E,594846115728195583
0-E,595535964785344511
0-E,595042662021595135
0-E,595939889279664127
0-E,595252282195443711
0-E,594886419701301247
0-E,594573746082152447
0-E,594652842199875583
0-E,595601609065496575
0-E,594831538609192959
0-E,595532107904712703
0-E,595920029350887423
0-E,594855418627358719
0-E,594629108210597887
0-E,595059000077189119
0-E,594678612003651583
0-E,595661343470649343
0-E,594863716504174591
0-E,594559366531645439
0-E,594841322544693247
0-E,595010922213277695
0-E,594882554230734847
0-E,595043641274138623
0-E,595341729184350207
0-E,595031632545579007
0-E,595484554026811391
0-E,595257367436722175
0-E,594854370655338495
0-E,594669815910629375
0-E,595026959621160959
0-E,594830576536518655
0-E,595617294286061567
0-E,595273636772839423
0-E,595660621916143615
0-E,594773582320500735
0-E,595530965443411967
0-E,594558791006027775
0-E,594676120922619903
0-E,595537845981020159
0-E,595266146349875199
0-E,595557431031889919
0-E,595128071741243391
0-E,595021668221452287
0-E,594887381773975551
0-E,595608326394347519
0-E,595268628840972287
0-E,595255082514120703
0-E,595062865547755519
0-E,595605895442857983
0-E,594677589801435135
0-E,594765988818321407
0-E,595011076832100351
0-E,594653830042353663
0-E,595023265949286399
0-E,595933386699177983
0-E,595942337411022847
0-E,594786407092846591
0-E,595339762089328639
0-E,594837345404977151
0-E,594679479587045375
0-E,595601626245365759
0-E,594653976071241727
0-E,595254240700530687
0-E,595250349460160511
0-E,595616710170509311
0-E,595628830568218623
0-E,595320907182899199
0-E,594667092901363711
0-E,595626021659607039
0-E,595610044381265919
0-E,595550516134543359
0-E,595323312364584959
0-E,595271643908014079
0-E,595322616579883007
0-E,594557184688259071
0-E,595554364425240575
0-E,594836099864461311
0-E,595029871608987647
0-E,595605689284427775
0-E,594838556585754623
0-E,595055933470539775
0-E,594681085904814079
0-E,594670468745658367
0-E,596261951697321983
0-E,595123759594078207
0-E,595486048675430399
0-E,595559982242463743
0-E,594575326630117375
0-E,595268577301364735
0-E,595638863611822079
0-E,595339126434168831
0-E,594761659491287039
0-E,595018782003429375
0-E,595018704694018047
0-E,594669781550891007
0-E,595343507300810751
0-E,595136172049563647
0-E,595658929699028991
0-E,595921017193365503
0-E,595938523480063999
0-E,595479013518999551
0-E,595557473981562879
0-E,595052686475263999
0-E,595607742278795263
0-E,595607201112915967
0-E,595005373115531263
0-E,595273714082250751
0-E,594835163561590783
0-E,594574441866854399
0-E,595636518559678463
0-E,595921120272580607
0-E,594670073608667135
0-E,594841752041422847
0-E,595639447727374335
0-E,594839372629540863
0-E,594676601958957055
0-E,595262856404926463
0-E,594670915422257151
0-E,594851278278885375
0-E,594676266951507967
0-E,594560131035824127
0-E,595277631092424703
0-E,595135158437281791
0-E,595132753255596031
0-E,595650107836203007
0-E,595555455346933759
0-E,595047807392415743
0-E,594660049154998271
0-E,595005381705465855
0-E,595024923806662655
0-E,595339624650375167
0-E,594547057155375103
0-E,595481289851666431
0-E,594828480592478207
0-E,595027844384423935
0-E,595048872544305151
0-E,594829940881358847
0-E,594855221058863103
0-E,595268216524111871
0-E,594661303285448703
0-E,595265450565173247
0-E,596167428057071615
0-E,594760035993649151
0-E,594851235329212415
0-E,595934529160478719
0-E,595938635149213695
0-E,594827853527252991
0-E,594766100487471103
0-E,595298152446164991
0-E,594560053726412799
0-E,595135184207085567
0-E,595662640550772735
0-E,595644017572577279
0-E,596176421718589439
0-E,595271901606051839
0-E,595298607712698367
0-E,595345147978317823
0-E,595923121727340543
0-E,595130760390770687
0-E,594837697592295423
0-E,595061628597174271
0-E,594854679892983807
0-E,594653005408632831
0-E,594558009321979903
0-E,595258260789919743
0-E,595553582741192703
0-E,595065090340814847
0-E,594678663543259135
0-E,594828514952216575
0-E,595544829597843455
0-E,595263741168189439
0-E,595623710967201791
0-E,594832792739643391
0-E,594758678783983615
0-E,595016514260697087
0-E,594852506639532031
0-E,595019838565384191
0-E,595553101704855551
0-E,595265270176546815
0-E,595534221028622335
0-E,595335157884387327
0-E,594560551942619135
0-E,595641964578209791
0-E,595045470930206719
0-E,595251105374404607
0-E,596173406651547647
0-E,596235803936423935
0-E,594827363900981247
0-E,595485911236476927
0-E,595636389710659583
0-E,595550344335851519
0-E,595124773206360063
0-E,595636655998631935
0-E,595010243608444927
0-E,594771701124825087
0-E,595656859524792319
0-E,595128887785029631
0-E,595265295946350591
0-E,595044036411129855
0-E,596192235788173311
0-E,595605809543512063
0-E,594669541032722431
0-E,594667118671167487
0-E,595603017814769663
0-E,594760001633910783
0-E,595135304466169855
0-E,595346006971777023
0-E,595346195950338047
0-E,595125056674201599
0-E,594666302627381247
0-E,595347493030461439
0-E,595123098169114623
0-E,595337528706334719
0-E,594764339550879743
0-E,595049173192015871
0-E,595262727555907583
0-E,595545989239013375
0-E,595272039045005311
0-E,595335063395106815
0-E,594670374256377855
0-E,595556237030981631
0-E,594766298055966719
0-E,594666783663718399
0-E,595004273603903487
0-E,595031125739438079
0-E,595124833335902207
0-E,595059180465815551
0-E,595660750765162495
0-E,595060511905677311
0-E,595548308521353215
0-E,595659677023338495
0-E,594657540894097407
0-E,594886462650974207
0-E,595330622398922751
0-E,595555755994644479
0-E,594667642657177599
0-E,595462830082228223
0-E,595638674633261055
0-E,594626694438977535
0-E,595041751488528383
0-E,594845574562316287
0-E,594658640405725183
0-E,595112910506688511
0-E,594557124558716927
0-E,595110428015591423
0-E,595052626345721855
0-E,594903651110092799
0-E,595590699848564735
0-E,595120486828998655
0-E,595066061003423743
0-E,595558023737376767
0-E,595273997550092287
0-E,596176327229308927
0-E,594880217768525823
0-E,595481461650358271
0-E,595333018990673919
0-E,595640667498086399
0-E,594759073920974847
0-E,595270355417825279
0-E,594849543112097791
0-E,594768273740922879
0-E,594769072604839935
0-E,595920372948271103
0-E,595128286489608191
0-E,595113769500147711
0-E,594844990446764031
0-E,595021651041583103
0-E,594777525100478463
0-E,595347527390199807
0-E,595030962530680831
0-E,595259901467426815
0-E,595620369482645503
0-E,594784671926059007
0-E,595605843903250431
0-E,595057187600990207
0-E,595255503420915711
0-E,595051312085729279
0-E,595056878363344895
0-E,594832809919512575
0-E,595013756891693055
0-E,596173028694425599
0-E,595655004098920447
0-E,595643253068398591
0-E,595276866588246015
0-E,595258698876583935
0-E,595052317108076543
0-E,595604675672145919
0-E,595045840297394175
0-E,594560783870853119
0-E,594827621599019007
0-E,594841477163515903
0-E,595553960698314751
0-E,595602261900525567
0-E,595298143856230399
0-E,594555578370490367
0-E,594574003780190207
0-E,595053725857349631
0-E,595263870017208319
0-E,595021101285769215
0-E,594557330717147135
0-E,596246919311785983
0-E,595046956988891135
0-E,594655874446786559
0-E,595940877122142207
0-E,594759125460582399
0-E,595613171117457407
0-E,595132555687100415
0-E,595550945631272959
0-E,595656807985184767
0-E,594660023385194495
0-E,594662351257468927
0-E,595940585064366079
0-E,595933266440093695
0-E,595610087330938879
0-E,595278352646930431
0-E,594564640751484927
0-E,595057797486346239
0-E,595536222483382271
0-E,595030283925848063
0-E,595531343400534015
0-E,595347166612946943
0-E,595019452018327551
0-E,595644180781334527
0-E,595021779890601983
0-E,595045556829552639
0-E,594556540443164671
0-E,594886763298684927
0-E,595533611143266303
0-E,594865872577757183
0-E,595062470410764287
0-E,595259686719062015
0-E,595560428919062527
0-E,596262776331042815
0-E,595054232663490559
0-E,595322427601321983
0-E,595659238936674303
0-E,594776812135907327
0-E,595661145902153727
0-E,595656885294596095
0-E,594776434178785279
0-E,594560285654646783
0-E,594760216382275583
0-E,594773333212397567
0-E,595639224389074943
0-E,595601892533338111
0-E,595347441490853887
0-E,595109027856252927
0-E,594902568778334207
0-E,596244436820688895
0-E,595330905866764287
0-E,595937140500594687
0-E,595056990032494591
0-E,594663081401909247
0-E,595342931775193087
0-E,595048108040126463
0-E,595320932952702975
0-E,595251320122769407
0-E,595127753913663487
0-E,595030051997614079
0-E,594827690318495743
0-E,595602158821310463
0-E,594555544010751999
0-E,594827844937318399
0-E,595935594312368127
0-E,595044027821195263
0-E,595276428501581823
0-E,594853855259262975
0-E,595008302283227135
0-E,595549588421607423
0-E,594764356730748927
0-E,594675992073601023
0-E,595604529643257855
0-E,594557837523288063
0-E,595032963985440767
0-E,595004204884426751
0-E,594554341419909119
0-E,595608429473562623
0-E,595115367227981823
0-E,594662626135375871
0-E,595601643425234943
0-E,594757622222028799
0-E,594652593091772415
0-E,595655802962837503
0-E,594846528045055999
0-E,595278051999219711
0-E,595613583434317823
0-E,595017218635333631
0-E,595644223731007487
0-E,595329763405463551
0-E,595016917987622911
0-E,594784431407890431
0-E,596262793510911999
0-E,594783984731291647
0-E,595534281158164479
0-E,595062307202007039
0-E,594887785500901375
0-E,594657291785994239
0-E,595344641172176895
0-E,594850384925687807
0-E,595601368547327999
0-E,595259128373313535
0-E,595030850861531135
0-E,594575592918089727
0-E,595940963021488127
0-E,595115908393861119
0-E,595114826062102527
0-E,595014246517964799
0-E,594836348972564479
0-E,595556391649804287
0-E,595624174823669759
0-E,595066327291396095
0-E,594837018987462655
0-E,595344615402373119
0-E,595920020760952831
0-E,595110213267226623
0-E,595274040499765247
0-E,594661664062701567
0-E,595058596350263295
0-E,595606230450307071
0-E,595135648063553535
0-E,595644172191399935
0-E,595066576399499263
0-E,594671542487482367
0-E,595262839225057279
0-E,594674239726944255
0-E,595615430270255103
0-E,594664825158631423
0-E,594629795405365247
0-E,594675184619749375
0-E,595008577161134079
0-E,595923379425378303
0-E,594880200588656639
0-E,594557639954792447
0-E,595602279080394751
0-E,595531936106020863
0-E,594677632751108095
0-E,595114070147858431
0-E,594838444916604927
0-E,596176473258196991
0-E,595039672724357119
0-E,595613377275887615
0-E,595041562509967359
0-E,594770635972935679
0-E,595020766278320127
0-E,594768608748371967
0-E,594675614116478975
0-E,594856904686043135
0-E,595016308102266879
0-E,595114843241971711
0-E,595532597530984447
0-E,594902525828661247
0-E,595040935444742143
0-E,595333087710150655
0-E,594889237199847423
0-E,595608824610553855
0-E,594771159958945791
0-E,595346780065890303
0-E,595626038839476223
0-E,595602364979740671
0-E,595116045832814591
0-E,594829992420966399
0-E,594555818888658943
0-E,595119206928744447
0-E,594779887332491263
0-E,595274521536102399
0-E,595043752943288319
0-E,594882116144070655
0-E,595586310391988223
0-E,595018593024868351
0-E,595349082168360959
0-E,594780419908435967
0-E,596246824822505471
0-E,594665675562156031
0-E,595550189717028863
0-E,595654832300228607
0-E,595340887370760191
0-E,595616083105284095
0-E,595115504666935295
0-E,594837104886808575
0-E,594780694786342911
0-E,595553376582762495
0-E,595256413953982463
0-E,595616254903975935
0-E,595550146767355903
0-E,595922297093619711
0-E,594629898484580351
0-E,595019297399504895
0-E,595612861879812095
0-E,595064678023954431
0-E,594572131174449151
0-E,595277545193078783
0-E,595261628044279807
0-E,595274298197803007
0-E,594772079081947135
0-E,595610173230284799
0-E,595935542772760575
0-E,595332778472505343
0-E,595655012688855039
0-E,595056371557203967
0-E,595641569441218559
0-E,595132212089716735
0-E,594659095672258559
0-E,594864412288876543
0-E,594836194353741823
0-E,594773006794883071
0-E,594657429224947711
0-E,595924676505501695
0-E,595279091381305343
0-E,595609211157610495
0-E,595008843449106431
0-E,594632733162995711
0-E,595260519942717439
0-E,595019091241074687
0-E,595026701923123199
0-E,595120031562465279
0-E,594779079878639615
0-E,594656733440245759
0-E,594574355967508479
0-E,595264290924003327
0-E,595477948367110143
0-E,595118528323911679
0-E,594572096814710783
0-E,594559598459879423
0-E,595134874969440255
0-E,594785977596116991
0-E,594845471483101183
0-E,595132126190370815
0-E,595043332036493311
0-E,594845488662970367
0-E,594573574283460607
0-E,595940104028028927
0-E,595022003228901375
0-E,594669395003834367
0-E,594564580621942783
0-E,596245012346306559
0-E,595030575983624191
0-E,594652567321968639
0-E,594674342806159359
0-E,595062659389325311
0-E,595922821079629823
0-E,594771151369011199
0-E,594619384404639743
0-E,595010174888968191
0-E,595256190615683071
0-E,595484588386549759
0-E,595047068658040831
0-E,595609176797872127
0-E,595063758900953087
0-E,595031598185840639
0-E,595343060624211967
0-E,595026220886786047
0-E,594653744143007743
0-E,595031177279045631
0-E,595029433522323455
0-E,594847464347926527
0-E,595136154869694463
0-E,594672075063427071
0-E,595006025950560255
0-E,594658339758014463
0-E,595616607091294207
0-E,595553118884724735
0-E,595004058855538687
0-E,595013937280319487
0-E,595054215483621375
0-E,595636243681771519
0-E,596192278737846271
0-E,595118932050837503
0-E,595017330304483327
0-E,596264322519269375
0-E,594767938733473791
0-E,594759486237835263
0-E,594628094598316031
0-E,594847704866095103
0-E,594763145549971455
0-E,594759391748554751
0-E,596174471803437055
0-E,594643255832870911
0-E,596176352999112703
0-E,595620764619636735
0-E,594562141080518655
0-E,595132486967623679
0-E,594830482047238143
0-E,596245699541073919
0-E,594759795475480575
0-E,596246781872832511
0-E,595277012617134079
0-E,594832225803960319
0-E,594627768180801535
0-E,595623685197398015
0-E,595615516169601023
0-E,595623281470472191
0-E,596175648624476159
0-E,595135124077543423
0-E,595660175239544831
0-E,595065485477806079
0-E,594665417864118271
0-E,595628091833843711
0-E,594839312499998719
0-E,595119481806651391
0-E,595111398678200319
0-E,595063724541214719
0-E,594758197747646463
0-E,595273198686175231
0-E,594656063425347583
0-E,595065889204731903
0-E,594655917396459519
0-E,595040737876246527
0-E,596167702934978559
0-E,595560592127819775
0-E,595253888513212415
0-E,594572294383206399
0-E,595619227021344767
0-E,594784448587759615
0-E,594627819720409087
0-E,594886832018161663
0-E,595045015663673343
0-E,595128724576272383
0-E,595652624687038463
0-E,594757544912617471
0-E,595936212787658751
0-E,595132426838081535
0-E,595558436054237183
0-E,595602957685227519
0-E,595542596214849535
0-E,595260769050820607
0-E,594854782972198911
0-E,595051518244159487
0-E,595125013724528639
0-E,595059068796665855
0-E,595611298511716351
0-E,594766134847209471
0-E,595004170524688383
0-E,595299629914914815
0-E,595276033364590591
0-E,596252150581952511
0-E,595111089440555007
0-E,594666620454961151
0-E,595067315133874175
0-E,594771778434236415
0-E,595537639822589951
0-E,595531669818048511
0-E,594765980228386815
0-E,595006275058663423
0-E,595273172916371455
0-E,595537038527168511
0-E,594625268509835263
0-E,595636707538239487
0-E,595111140980162559
0-E,595652366989000703
0-E,594886806248357887
0-E,594843727726379007
0-E,595539581147807743
0-E,594761427563053055
0-E,595045539649683455
0-E,596254401144815615
0-E,594827183512354815
0-E,595573477029707775
0-E,594660427112120319
0-E,595067048845901823
0-E,595009350255247359
0-E,595610851835117567
0-E,594886531370450943
0-E,595617122487369727
0-E,595543996374188031
0-E,595133225701998591
0-E,594631032355946495
0-E,595016875037949951
0-E,595276849408376831
0-E,595602966275162111
0-E,596174351544352767
0-E,595590725618368511
0-E,594774673242193919
0-E,595920106660298751
0-E,596165254803619839
0-E,595122110326636543
0-E,594837182196219903
0-E,595330407650557951
0-E,595114113097531391
0-E,595348876009930751
0-E,595041201732714495
0-E,595056139628969983
0-E,595531334810599423
0-E,595110548274675711
0-E,594625156840685567
0-E,595918302774034431
0-E,595611272741912575
0-E,595333139249758207
0-E,595649850138165247
0-E,595021316034134015
0-E,595256362414374911
0-E,595119292828090367
0-E,595131344506322943
0-E,595641062635077631
0-E,594660736349765631
0-E,595340165816254463
0-E,594883387454390271
0-E,595539632687415295
0-E,594757218495102975
0-E,595016832088276991
0-E,595920544746962943
0-E,595615945666330623
0-E,594761616541614079
0-E,595276067724328959
0-E,594850719933136895
0-E,596244084633370623
0-E,594865924117364735
0-E,594765576501460991
0-E,595550052278075391
0-E,594778744871190527
0-E,595063398123700223
0-E,595938970156662783
0-E,595054464591724543
0-E,594833892251271167
0-E,595254257880399871
0-E,594832277343567871
0-E,595602992044965887
0-E,595038401414037503
0-E,594781115693137919
0-E,595613239836934143
0-E,595922365813096447
0-E,595062650799390719
0-E,595067143335182335
0-E,595135596523945983
0-E,594780943894446079
0-E,595048640616071167
0-E,595060924222537727
0-E,594757459013271551
0-E,595615705148162047
0-E,596172985744752639
0-E,595117703690190847
0-E,595264780550275071
0-E,595004471172399103
0-E,595638734762803199
0-E,594661981890281471
0-E,594786578891538431
0-E,596166620603219967
0-E,595004041675669503
0-E,595060657934565375
0-E,595128389568823295
0-E,594853408582664191
0-E,595654669091471359
0-E,594832320293240831
0-E,594674866792169471
0-E,595662992738091007
0-E,594617460259291135
0-E,594667805865934847
0-E,595938892847251455
0-E,595265459155107839
0-E,595554003647987711
0-E,595606170320764927
0-E,595056431686746111
0-E,595530699155439615
0-E,594886582910058495
0-E,594882305122631679
0-E,594834819964207103
0-E,595332108457607167
0-E,595258381049004031
0-E,595055942060474367
0-E,594781064153530367
0-E,594842284617367551
0-E,594846132908064767
0-E,595611642109100031
0-E,595117729459994623
0-E,595278988302090239
0-E,594776734826495999
0-E,595007391750160383
0-E,595019305989439487
0-E,595610594137079807
0-E,594863733684043775
0-E,595925595628503039
0-E,594846399196037119
0-E,595539778716303359
0-E,595018472765784063
0-E,595534341287706623
0-E,595643184348921855
0-E,594904587412963327
0-E,595019709716365311
0-E,594779002569228287
0-E,595530707745374207
0-E,595658551741906943
0-E,595612483922690047
0-E,595920785265131519
0-E,595608584092385279
0-E,594547228954066943
0-E,595658903929225215
0-E,596243388848668671
0-E,595030009047941119
0-E,595018558665129983
0-E,596264288159531007
0-E,594657386275274751
0-E,594680132422074367
0-E,595558178356199423
0-E,595115788134776831
0-E,594665039906996223
0-E,596174866940428287
0-E,594767663855566847
0-E,595349494485221375
0-E,594666560325419007
0-E,595573227921604607
0-E,594777799978385407
0-E,594767681035436031
0-E,595031615365709823
0-E,594653658243661823
0-E,595637033955753983
0-E,595918156745146367
0-E,595652186600374271
0-E,595338860146196479
0-E,595250461129310207
0-E,596325963889901567
0-E,594625053761470463
0-E,595258870675275775
0-E,595045977736347647
0-E,595061894885146623
0-E,595612466742820863
0-E,595611143892893695
0-E,594850436465295359
0-E,595050616301027327
0-E,595133217112063999
0-E,595626030249541631
0-E,595601652015169535
0-E,595557989377638399
0-E,595611307101650943
0-E,595640787757170687
0-E,595638803482279935
0-E,595935388153937919
0-E,595332847191982079
0-E,594651330371387391
0-E,596173535500566527
0-E,595252677332434943
0-E,594772491398807551
0-E,595053545468723199
0-E,595279074201436159
0-E,594849577471836159
0-E,595920338588532735
0-E,594574922903191551
0-E,595065098930749439
0-E,595590175862554623
0-E,596173733069062143
0-E,595480018541346815
0-E,595540680659435519
0-E,595546255526985727
0-E,595539529608200191
0-E,595658989828571135
0-E,595650313994633215
0-E,595481307031535615
0-E,595030799321923583
0-E,595026822182207487
0-E,595029459292127231
0-E,594834338927869951
0-E,595643055499902975
0-E,595251878468517887
0-E,595128836245422079
0-E,595623968665239551
0-E,595119060899856383
0-E,594772250880638975
0-E,595268491402018815
0-E,595941023151030271
0-E,595663843141615615
0-E,595131413225799679
0-E,595059274955096063
0-E,595658955468832767
0-E,595641543671414783
0-E,595277287495041023
0-E,595610104510808063
0-E,595656773625446399
0-E,595937269349613567
0-E,595026298196197375
0-E,594656604591226879
0-E,594662969732759551
0-E,594771761254367231
0-E,594771202908618751
0-E,595917941996781567
0-E,595537476613832703
0-E,594617752317067263
0-E,595483720803155967
0-E,595542458775896063
0-E,594559830388113407
0-E,595126688761774079
0-E,595485687898177535
0-E,596260852185694207
0-E,594669472313245695
0-E,595062539130241023
0-E,595051397985075199
0-E,595590974726471679
0-E,595946933026029567
0-E,595112017153490943
0-E,595123364457086975
0-E,594863579065221119
0-E,594660452881924095
0-E,595623642247725055
0-E,595652495838019583
0-E,594829837802143743
0-E,594865846807953407
0-E,594631204154638335
0-E,594644235085414399
0-E,596262286704771071
0-E,594644149186068479
0-E,595003895646781439
0-E,595628014524432383
0-E,595067839119884287
0-E,594668905377562623
0-E,595920768085262335
0-E,595052445957095423
0-E,595947207903936511
0-E,595557113204310015
0-E,595025233044307967
0-E,594651424860667903
0-E,594678620593586175
0-E,595614296398888959
0-E,595942088302919679
0-E,595338619628027903
0-E,594922153829203967
0-E,595553943518445567
0-E,594643221473132543
0-E,596165435192246271
0-E,594660238133559295
0-E,594845875210027007
0-E,596244694518726655
0-E,595007718167674879
0-E,595603979887443967
0-E,595923525454266367
0-E,594838024009809919
0-E,594680338580504575
0-E,594664928237846527
0-E,595533344855293951
0-E,594656054835412991
0-E,595276170803544063
0-E,594828669571039231
0-E,595274134989045759
0-E,594657747052527615
0-E,595268688970514431
0-E,595348764340781055
0-E,595044551807205375
0-E,595652238139981823
0-E,595004299373707263
0-E,594838161448763391
0-E,594882743209295871
0-E,595608412293693439
0-E,595266850724511743
0-E,594889503487819775
0-E,595009839881519103
0-E,595116458149675007
0-E,594657712692789247
0-E,595547011441229823
0-E,595558573493190655
0-E,594666182368296959
0-E,595628160553320447
0-E,595064849822646271
0-E,595110556864610303
0-E,595339100664365055
0-E,594775446336307199
0-E,595066791147864063
0-E,594670477335592959
0-E,594850986221109247
0-E,594758086078496767
0-E,595017467743436799
0-E,595347304051900415
0-E,594777757028712447
0-E,595049705767960575
0-E,595047085837910015
0-E,595640856476647423
0-E,595551074480291839
0-E,595062942857166847
0-E,595051973510692863
0-E,594847576017076223
0-E,595259317351874559
0-E,595052789554479103
0-E,594842439236190207
0-E,595063475433111551
0-E,595335218013929471
0-E,595066292931657727
0-E,595612269174325247
0-E,594844947497091071
0-E,595920003581083647
0-E,595619931395981311
0-E,594762844902260735
0-E,595337752044634111
0-E,595273112786829311
0-E,595652598917234687
0-E,595273963190353919
0-E,594843117841022975
0-E,595258801955799039
0-E,595630299447033855
0-E,595541977739558911
0-E,595658689180860415
0-E,595655571034603519
0-E,594676077972946943
0-E,595031563826102271
0-E,595062126813380607
0-E,595554750972297215
0-E,594774982479839231
0-E,595531274681057279
0-E,595544030733926399
0-E,595249636495589375
0-E,595249395977420799
0-E,595663765832204287
0-E,595545877569863679
0-E,595660707815489535
0-E,594850728523071487
0-E,595127178388045823
0-E,595003560639332351
0-E,595340062737039359
0-E,595349631924174847
0-E,594786750690230271
0-E,595654488702844927
0-E,595276334012301311
0-E,594642843516010495
0-E,595008250743619583
0-E,594786080675332095
0-E,595052540446375935
0-E,594777284582309887
0-E,595123622155124735
0-E,594676284131377151
0-E,595919539724615679
0-E,595016823498342399
0-E,594830327428415487
0-E,594827226462027775
0-E,595933455418654719
0-E,595642187916509183
0-E,594904879470739455
0-E,594758524165160959
0-E,595938300141764607
0-E,594627828310343679
0-E,595620610000814079
0-E,595114748752691199
0-E,595111407268134911
0-E,595032800776683519
0-E,595343885257932799
0-E,595624234953211903
0-E,595252969390211071
0-E,595061903475081215
0-E,595005227086643199
0-E,595062375921483775
0-E,595270484266844159
0-E,595008285103357951
0-E,594832801329577983
0-E,595060426006331391
0-E,594845265324670975
0-E,595264497082433535
0-E,596262321064509439
0-E,595918723680829439
0-E,595942114072723455
0-E,595546092318228479
0-E,595539813076041727
0-E,595120916325728255
0-E,595531970465759231
0-E,595032663337730047
0-E,595067478342631423
0-E,595115977113337855
0-E,595602622677778431
0-E,595330965996306431
0-E,595544666389086207
0-E,595058768148955135
0-E,594829485614825471
0-E,595045161692561407
0-E,595262993843879935
0-E,595052033640235007
0-E,595544614849478655
0-E,594773522190958591
0-E,594554788096507903
0-E,595539950514995199
0-E,595666171013890047
0-E,595271850066444287
0-E,595131387455995903
0-E,595552766697406463
0-E,594849354133536767
0-E,596261882977845247
0-E,595605474536062975
0-E,595548969946316799
0-E,595131885672202239
0-E,595054198303752191
0-E,594673114445512703
0-E,594761144095211519
0-E,595256929350057983
0-E,596243637956771839
0-E,594557433796362239
0-E,595116294940917759
0-E,594653495034904575
0-E,595003912826650623
0-E,594617803856674815
0-E,594628214857400319
0-E,595047266226536447
0-E,596175940682252287
0-E,595338095642017791
0-E,595638829252083711
0-E,595556271390719999
0-E,594839381219475455
0-E,594768230791249919
0-E,595660003440852991
0-E,595109465942917119
0-E,595559604285341695
0-E,595058536220721151
0-E,595612380843474943
0-E,595060151128424447
0-E,594775532235653119
0-E,594828995988553727
0-E,595534444366921727
0-E,595601299827851263
0-E,595557259233198079
0-E,595661206031695871
0-E,595110015698731007
0-E,595111536117153791
0-E,595642711902519295
0-E,595252651562631167
0-E,595257221407834111
0-E,594834038280159231
0-E,595601798044057599
0-E,594559624229683199
0-E,595544331381637119
0-E,594663605387919359
0-E,595110367886049279
0-E,596263188647903231
0-E,595605783773708287
0-E,594776992524533759
0-E,595611779548053503
0-E,594757493373009919
0-E,595612973548961791
0-E,596245794030354431
0-E,595137409000144895
0-E,596245467612839935
0-E,595347209562619903
0-E,596174265645006847
0-E,594673277654269951
0-E,595058038004514815
0-E,595348472283004927
0-E,595556133951766527
0-E,595132289399128063
0-E,594840412011626495
0-E,595666153834020863
0-E,595031623955644415
0-E,594652008976220159
0-E,594762767592849407
0-E,595126834790662143
0-E,594660590320877567
0-E,595253871333343231
0-E,595560196990828543
0-E,594852197401886719
0-E,595548729428148223
0-E,594847618966749183
0-E,594675176029814783
