id_port_1,H3_int_8
TILBURY,612934741450031103
LONDON,612934495915474943
COLCHESTER,612934719547375615
COLCHESTER,612934719557861375
HARWICH,612934762188767231
IPSWICH,612934749641506815
IPSWICH,612934749637312511
IPSWICH,612934750356635647
FELIXSTOWE,612934762234904575
FELIXSTOWE,612934762155212799
LOWESTOFT,612933835312594943
LOWESTOFT,612933867101224959
GREAT YARMOUTH,612933867786993663
GREAT YARMOUTH,612933867791187967
WISBECH,612934001469947903
KING'S LYNN,612934006096265215
KING'S LYNN,612934006100459519
BOSTON,612933992953413631
GRIMSBY,612933754595311615
IMMINGHAM,612933771053760511
KINGSTON UPON HULL,612933769969532927
KINGSTON UPON HULL,612933769965338623
HOWDENDYKE,612933924896636927
HOWDENDYKE,612933924900831231
NEW HOLLAND,612933769338290175
NEW HOLLAND,612933769365553151
NEW HOLLAND,612933769346678783
GOOLE,612933925097963519
BRIDLINGTON,612933810425692159
SCARBOROUGH,612934210784591871
SCARBOROUGH,612934210778300415
WHITBY,612934169946750975
WHITBY,612934169760104447
WHITBY,612934169955139583
TEESPORT,612934171095990271
TEESPORT,612934171156807679
HARTLEPOOL,612934219588435967
SEAHAM,612934218260938751
SEAHAM,612934218273521663
SUNDERLAND,612934218831364095
SUNDERLAND,612934218837655551
SUNDERLAND,612934218835558399
TYNEMOUTH,612937271229808639
BLYTH,612937303213473791
WARKWORTH HARBOUR,612937262841200639
BERWICK-UPON-TWEED,612937314435334143
EYEMOUTH,612937313141391359
EYEMOUTH,612937313149779967
DUNBAR,612937235066519551
DUNBAR,612937234810667007
BIRD PORT,612935431666794495
LEITH,612937191357677567
LEITH,612937191414300671
GRANTON,612937191391231999
GRANTON,612937219751018495
BRAEFOOT BAY TERMINAL,612937191542226943
BRAEFOOT BAY TERMINAL,612937191538032639
HOUND POINT TERMINAL,612937218782134271
HOUND POINT TERMINAL,612937218792620031
ROSYTH,612937218077491199
ROSYTH,612937218085879807
GRANGEMOUTH,612937220214489087
GRANGEMOUTH,612937220208197631
GRANGEMOUTH,612937220212391935
BURNTISLAND,612937191259111423
BURNTISLAND,612937191319928831
METHIL,612937193687613439
METHIL,612937188742529023
DUNDEE,612937225077784575
DUNDEE,612937225335734271
DUNDEE,612937225079881727
PERTH,612937242786136063
MONTROSE,612937474383020031
ABERDEEN,612937513174040575
PETERHEAD,612932184111579135
PETERHEAD,612932184107384831
FRASERBURGH HARBOR,612932203283742719
MACDUFF,612932200150597631
MACDUFF,612932200073003007
MACDUFF,612932200152694783
BUCKIE HARBOR,612932353207042047
BUCKIE HARBOR,612932353215430655
LOSSIEMOUTH,612932354207383551
LOSSIEMOUTH,612932354203189247
BURGHEAD,612932310148317183
INVERNESS,612932337933484031
INVERNESS,612932337929289727
INVERNESS,612932337994301439
CROMARTY,612932339141443583
INVERGORDON,612932339432947711
PORTMAHOMACK HARBOR,612932309378662399
PORTMAHOMACK HARBOR,612932309370273791
HELMSDALE HARBOR,612932345894273023
HELMSDALE HARBOR,612932345934118911
HELMSDALE HARBOR,612932345932021759
WICK,612932114028953599
PIEROWALL,612932407227580415
KETTLETOFT,612932388785225727
WHITEHALL,612932141419855871
WHITEHALL,612932141438730239
KIRKWALL,612932139509350399
STROMNESS,612932155770667007
STROMNESS,612932155783249919
STROMNESS,612932155779055615
SOUTH NESS,612932103622885375
ST MARGARETS HOPE,612932109035634687
ST MARGARETS HOPE,612932109029343231
LYNESS,612932103669022719
SCAPA BAY,612932107666194431
SCAPA BAY,612932139435950079
SCALLOWAY,612659169633239039
SCALLOWAY,612659169635336191
LERWICK,612659335308247039
LERWICK,612659335348092927
LERWICK,612659335310344191
SULLOM VOE,612659180194496511
VAGUR,612931731799932927
VAGUR,612931732020133887
VAGUR,612931731795738623
TVOROYRI,612931992335417343
TORSHAVN,612931968075563007
TORSHAVN,612931971946905599
TORSHAVN,612931968077660159
KONGSHAVN/RUNAVIK,612931972399890431
KONGSHAVN/RUNAVIK,612931972406181887
KONGSHAVN/RUNAVIK,612931972404084735
KONGSHAVN/RUNAVIK,612931972395696127
VESTMANNA,612931987564396543
VESTMANNA,612931987465830399
SORVAGUR,612931983101657087
SORVAGUR,612931983128920063
FUGLAFJORDUR,612932017073422335
FUGLAFJORDUR,612932017086005247
FUGLAFJORDUR,612932017077616639
KLAKSVIK,612932018535137279
KLAKSVIK,612932018543525887
SCRABSTER HARBOR,612932133301780479
SCRABSTER HARBOR,612932132859281407
SCRABSTER HARBOR,612932133297586175
ULLAPOOL,612930216911699967
ULLAPOOL,612930216913797119
AULTBEA,612930179183935487
AULTBEA,612930179500605439
GAIRLOCH,612930182723928063
PLOCKTON,612929943216586751
PLOCKTON,612929943277404159
PLOCKTON,612929943281598463
KYLE OF LOCHALSH,612929942671327231
KYLEAKIN,612929942889431039
BROADFORD BAY,612929944556666879
BROADFORD BAY,612929944552472575
PORTREE HARBOR,612930207979929599
PORTREE HARBOR,612930207940083711
UIG,612930365058711551
UIG,612930365098557439
LOCHMADDY,612930317749059583
LOCHMADDY,612930317746962431
CASTLE BAY,612930076981329919
CASTLE BAY,612930076983427071
LOCHBOISDALE,612930328364843007
LOCHBOISDALE,612930328304025599
STORNOWAY HARBOR,612929437075243007
STORNOWAY HARBOR,612929437073145855
STORNOWAY HARBOR,612929437079437311
TARBERT,612930356231798783
ORNSAY,612929938378457087
MALLAIG,612929941364801535
MALLAIG,612929941807300607
TOBERMORY,612929918820417535
TOBERMORY,612929919244042239
TOBERMORY,612929918818320383
KILKEEL,612934992904847359
KILKEEL,612934992900653055
LOCHALINE,612929912874991615
LOCHALINE,612929912883380223
CRAIGNURE,612929914288472063
CRAIGNURE,612929914269597695
CORPACH,612929952588759039
CORPACH,612929952597147647
FORT WILLIAM,612929952821542911
FORT WILLIAM,612929952827834367
GLENSANDA,612929918247895039
OBAN,612930026177822719
PORT ELLEN,612930124209192959
CRINAN (CANAL),612929993485320191
CRINAN (CANAL),612929993466445823
CRINAN (CANAL),612929989821595647
CAMPBELTOWN,612935317323775999
LAMLASH HARBOR,612935305330163711
ARDRISHAIG,612929991176355839
ARDRISHAIG,612929991115538431
ROTHESAY HARBOR,612930003656507391
ROTHESAY HARBOR,612930003660701695
GREENOCK,612929973560279039
GREENOCK,612929973579153407
FINNART OIL TERMINAL,612929972987756543
BOWLING,612930018045067263
BOWLING,612930018036678655
OLD KILPATRICK,612930017722105855
OLD KILPATRICK,612930017717911551
ROTHESAY DOCK,612930017701134335
RENFREW,612930018898608127
RENFREW,612930018963619839
RENFREW,612930018959425535
GLASGOW,612930018630172671
LARGS,612929987898507263
HUNTERSTON,612929984077496319
HUNTERSTON,612929984083787775
HUNTERSTON,612929984079593471
MILLPORT,612929983993610239
ARDROSSAN,612929983410601983
TROON,612929984507412479
TROON,612929984505315327
AYR,612935150304493567
AYR,612935150361116671
STRANRAER,612935277440139263
STRANRAER,612935277442236415
BANGOR,612935030401925119
BANGOR,612935030341107711
BANGOR,612935030322233343
DOUGLAS,612934882290565119
DOUGLAS,612934882292662271
RAMSEY,612934854448775167
RAMSEY,612934851858792447
WARREN POINT,612935019677089791
ARDGLASS,612934994972639231
ARDGLASS,612935038679384063
BELFAST,612935046445137919
BELFAST,612935046436749311
KILROOT,612935291176484863
LARNE,612935289647661055
LARNE,612935290329235455
COLERAINE,612914340267294719
COLERAINE,612914340307140607
LONDONDERRY,612914304735248383
RATHMULLAN,612914327629856767
RATHMULLAN,612914327642439679
KILLYBEGS,612914007304568831
SLIGO,612914053708251135
SLIGO,612914053716639743
LANCASTER,612935222048063487
LANCASTER,612935222045966335
WESTPORT,612914171006156799
WESTPORT,612914171066974207
DROGHEDA,612914827062411263
DROGHEDA,612914827054022655
GALWAY,612914946549743615
GALWAY,612914946610561023
LIMERICK,612914951886995455
LIMERICK,612914951878606847
FOYNES,612914706822201343
TARBERT,612912120169758719
FENIT,612911865497911295
FENIT,612911870610767871
CASTLETOWN BEARHAVEN,612911844098572287
CASTLETOWN BEARHAVEN,612911844100669439
VALENTIA,612911831089938431
KILRUSH,612912118477357055
KILRUSH,612912118517202943
BANTRY,612911874675048447
BANTRY,612911874735865855
COBH,612914660913446911
CORK,612914661601312767
CORK,612914660919738367
NEW ROSS,612914515335446527
WATERFORD,612914513466884095
ROSSLARE,612914554409582591
ROSSLARE,612914554348765183
DUBLIN,612914823484669951
DUBLIN,612914791696039935
GREENORE,612934992638509055
GREENORE,612934992642703359
SILLOTH,612935135215484927
WORKINGTON,612934891683708927
BARROW IN FURNESS,612935223518167039
HEYSHAM,612935224868732927
GARLSTON,612934921540861951
GARLSTON,612934921528279039
LIVERPOOL BAY TERMINAL,612934939156938751
LIVERPOOL BAY TERMINAL,612934939152744447
FLEETWOOD,612934977723564031
FLEETWOOD,612934977784381439
MOSTYN,612934923912740863
LIVERPOOL,612934922186784767
MANCHESTER,612934969450299391
MANCHESTER,612934969389481983
HOLYHEAD,612935059661389823
HOLYHEAD,612935059600572415
CAERNARVON,612935104345407487
CAERNARVON,612935104332824575
FISHGUARD,612914863483650047
MILFORD HAVEN,612935558953435135
SWANSEA,612935544109793279
SWANSEA,612935544101404671
NEATH,612935588428906495
NEATH,612935588424712191
PORT TALBOT,612935588561027071
PORT TALBOT,612935544795561983
BARRY,612935429525602303
CARDIFF,612935430037307391
CARDIFF,612935430098124799
NEWPORT,612935434250485759
SHARPNESS,612935402061299711
SHARPNESS,612935402069688319
AVONMOUTH,612935433329836031
AVONMOUTH,612935433321447423
AVONMOUTH,612935433302573055
BRISTOL,612935432994291711
BRIDGWATER,612935665027383295
WATCHET HARBOR,612935659883069439
WATCHET HARBOR,612935659803377663
BIDEFORD,612919772117467135
PADSTOW,612919735884972031
HAYLE,612919515067449343
HAYLE,612919515065352191
ST. MARY'S (SCILLY ISL.),612919634554781695
ST. MARY'S (SCILLY ISL.),612919634548490239
NEWLYN,612919516566913023
NEWLYN,612919516558524415
PENZANCE,612919517057646591
PENZANCE,612919517066035199
FALMOUTH HARBOUR,612919762946621439
MEVAGISSEY,612919764542554111
CHARLESTOWN,612919765071036415
PAR,612919748608393215
PAR,612919748600004607
FOWEY HARBOUR,612919748761485311
PLYMOUTH,612919779472179199
DARTMOUTH HARBOUR,612935636787134463
DARTMOUTH HARBOUR,612935636774551551
BRIXHAM HARBOUR,612935633679155199
BRIXHAM HARBOUR,612935633622532095
TORQUAY HARBOUR,612935633496702975
TORQUAY HARBOUR,612935633574297599
TEIGNMOUTH HARBOUR,612935640348098559
TEIGNMOUTH HARBOUR,612935640356487167
BRIDPORT HARBOUR,612935653455298559
BRIDPORT HARBOUR,612935653451104255
PORTLAND HARBOUR,612935650554937343
WEYMOUTH HARBOUR,612935650544451583
WEYMOUTH HARBOUR,612935650605268991
POOLE HARBOUR,612935502904950783
POOLE HARBOUR,612935502896562175
COWES HARBOUR,612935471625928703
COWES HARBOUR,612935471678357503
YARMOUTH HARBOUR,612935473907630079
YARMOUTH HARBOUR,612935473964253183
SOUTHAMPTON,612935470640267263
FAWLEY MARINE TERMINAL,612935475839107071
PORTSMOUTH HARBOUR,612935515689189375
PORTSMOUTH HARBOUR,612935515750006783
LITTLEHAMPTON HARBOUR,612934471756283903
LITTLEHAMPTON HARBOUR,612934471758381055
LITTLEHAMPTON HARBOUR,612934471718535167
SHOREHAM HARBOUR,612934469382307839
NEWHAVEN HARBOUR,612934443144839167
NEWHAVEN HARBOUR,612934442647814143
RYE HARBOUR,612934486706880511
RYE HARBOUR,612934486698491903
FOLKESTONE HARBOUR,612934324733345791
FOLKESTONE HARBOUR,612934324773191679
DOVER HARBOR,612934325104541695
DOVER HARBOR,612934325039529983
RAMSGATE,612934353489494015
RAMSGATE,612934353745346559
RAMSGATE,612934353747443711
DUNKERQUE PORT EST,612934666082582527
DUNKERQUE PORT EST,612934349586694143
DUNKERQUE PORT EST,612934349584596991
DUNKERQUE PORT OUEST,612934349559431167
GRAVELINES,612934351880978431
CALAIS,612934307326984191
BOULOGNE-SUR-MER,612934317317816319
SAINT-VALERY-SUR-SOMME,612934543573254143
LE TREPORT,612934513986633727
DIEPPE,612934511925133311
DIEPPE,612934511916744703
FECAMP,612918678524002303
PORT DU HAVRE-ANTIFER,612918760541519871
PORT DU HAVRE-ANTIFER,612918760549908479
PORT OF LE HAVRE,612918756171055103
PORT OF LE HAVRE,612918756852629503
PORT OF ROUEN,612918742298394623
PORT OF ROUEN,612918743013523455
HONFLEUR,612918758048006143
HONFLEUR,612918758039617535
DEAUVILLE,612918724713775103
DEAUVILLE,612918724676026367
PORT DE CAEN,612918722199289855
OUISTREHAM,612918726504742911
OUISTREHAM,612918722429976575
OUISTREHAM,612918726500548607
RADE DE CHERBOURG,612918784828637183
ALDERNEY HARBOUR,612918802006409215
ALDERNEY HARBOUR,612918774904913919
SAINT SAMPSON,612918800272064511
SAINT SAMPSON,612918800280453119
SAINT PETER PORT,612918800649551871
SAINT HELIER HARBOUR,612918531379429375
GRANVILLE,612918391486808063
GRANVILLE,612918391576985599
SAINT-MALO,612918542615969791
SAINT-MALO,612918542676787199
LE LEGUE,612918523722727423
LE LEGUE,612918523714338815
PAIMPOL,612918529080950783
PONTRIEUX,612918528955121663
TREGUIER,612919576012783615
TREGUIER,612919576019075071
TREGUIER,612919576014880767
MORLAIX,612919540782727167
MORLAIX,612919540801601535
PORT DE ROSCOFF-BLOSCON,612919529042870271
PORT DE ROSCOFF-BLOSCON,612919529036578815
RADE DE BREST,612919556721082367
RADE DE BREST,612919556630904831
CONCARNEAU,612916619475156991
LORIENT,612916464799711231
LORIENT,612916464839557119
ST NAZAIRE,612916556512362495
MONTOIR,612916556285870079
DONGES,612916556774506495
DONGES,612916556768215039
NANTES,612916539043086335
NANTES,612916539047280639
LES SABLES D' OLONNE,612916513535426559
LES SABLES D' OLONNE,612919070557208575
LA PALLICE,612919048902017023
LA PALLICE,612919048874754047
LA ROCHELLE,612919046458834943
LA ROCHELLE,612919046515458047
ROCHEFORT,612919061765947391
TONNAY CHARENTE,612919059442302975
LE VERDON,612917024307281919
LE VERDON,612917024309379071
LE VERDON,612917024269533183
PAUILLAC,612919135369691135
PAUILLAC,612919135361302527
PAUILLAC,612919147367497727
BLAYE,612919147466063871
BLAYE,612919147042439167
AMBES,612919140597891071
BORDEAUX,612919143787659263
BORDEAUX,612919143783464959
BAYONNE,612916801510047743
PUERTO DE PASAJES,612916798070718463
BERMEO,612916968879554559
BERMEO,612916968871165951
PUERTO DE BILBAO,612916937722167295
SANTANDER,613495443642384383
SANTANDER,613495443644481535
GIJON,612918063752282111
AVILES,612918058568122367
AVILES,612918058488430591
AVILES,612918058549247999
RIBADEO,612918035679805439
SAN CIPRIAN,613494893267910655
FERROL,613494899225919487
LA CORUNA,613494902189195263
VILLAGARCIA DE AROSA,613494560605077503
VILLAGARCIA DE AROSA,613494560540065791
MARIN,613494555930525695
VIGO,613494558008803327
VIANA DO CASTELO,613494676741160959
PORTO DE LEIXOES,613494643302072319
OPORTO,613494643232866303
AVEIRO,613495719682113535
FIGUEIRA DA FOZ,613495672659771391
FIGUEIRA DA FOZ,613495672672354303
FIGUEIRA DA FOZ,613495672663965695
LISBOA,613495834601848831
SETUBAL,613493804695027711
SINES,613493768919711743
LAGOS,613493404954787839
LAGOS,613493407358124031
FARO,613493496025710591
FARO,613493495801315327
VILA REAL DE S ANTONIO,613493502818385919
VILA REAL DE S ANTONIO,613493502814191615
HORTA,613433563280310271
LAJES,613407968097992703
ANGRA DO HEROISMO,613423812534337535
ANGRA DO HEROISMO,613423812530143231
ANGRA DO HEROISMO,613423812521754623
PRAIA DE VITORIA,613423812785995775
PONTA DELGADA,613406985311748095
VILA DO PORTO,613406729436135423
FUNCHAL,613411398761840639
SANTA CRUZ DE LA PALMA,613408833594720255
SANTA CRUZ DE LA PALMA,613408833533902847
SANTA CRUZ DE TENERIFE,613411656539570175
LAS PALMAS,613411716983685119
PUERTO DEL ROSARIO,613411589214699519
ARRECIFE,613411595772493823
ARRECIFE,613411595785076735
HUELVA,613493483625250815
SEVILLA,613494258311102463
ROTA,613494366593351679
ROTA,613494366649974783
CADIZ,613494381418119167
ALGECIRAS,613494140723789823
EUROPA POINT,613494134159704063
MALAGA,613494046362435583
MALAGA,613494045617946623
MOTRIL,613494049348780031
MOTRIL,613494049346682879
ADRA,613477359137325055
ADRA,613477359147810815
ALMERIA,613477211789328383
PUERTO DE CARBONERAS,613476951327244287
PUERTO DE GARRUCHA,613477278526996479
PUERTO DE GARRUCHA,613477278535385087
AGUILAS,613477309308993535
AGUILAS,613477309313187839
HORNILLO,613477309311090687
HORNILLO,613477261179355135
CARTAGENA,613477299915849727
ISLAS HORMIGAS,613497997315014655
TORREVIEJA,613498241968766975
ALICANTE,613498225413849087
ALICANTE,613498225415946239
ALICANTE,613498225424334847
PUERTO DE GANDIA,613498104435441663
PUERTO DE GANDIA,613498104439635967
PUERTO DE GANDIA,613498105733578751
VALENCIA,613498080399982591
SAGUNTO,613498078042783743
BURRIANA,613498119381843967
BURRIANA,613498119383941119
BURRIANA,613498119388135423
EL GRAO,613498124974948351
TARRAGONA,613497149008642047
TARRAGONA,613497149017030655
VILLANUEVA Y GELTRU,613497162229088255
VILLANUEVA Y GELTRU,613497162266836991
BARCELONA,613497003027988479
SAN FELIU DE GUIXOLS,613497068478005247
SAN FELIU DE GUIXOLS,613497068400410623
PALAMOS,613497068832423935
PALAMOS,613497068830326783
PALAMOS,613497068148752383
LAS HORMIGAS,613497048597004287
ROSAS,613497082812039167
ROSAS,613497082772193279
IBIZA,613497925651136511
IBIZA,613497925711953919
PALMA DE MALLORCA,613496866620833791
PALMA DE MALLORCA,613496866612445183
PUERTO DE ALCUDIA,613496932532223999
PUERTO DE ALCUDIA,613496932345577471
MAHON,613498734243741695
PORT-VENDRES,613497084961619967
PORT-VENDRES,613497084942745599
PORT-LA-NOUVELLE,613499153548312575
SETE,613499898255376383
PORT SAINT LOUIS DU RHONE,613499508002652159
FOS,613499507667107839
FOS,613499507675496447
PORT-DE-BOUC,613499507855851519
MARSEILLE,613499456404324351
MARSEILLE,613499456465141759
TOULON,613499459757670399
SAINT-TROPEZ,613499522500263935
SAINT-RAPHAEL,613499520306642943
CANNES,613499565414285311
CANNES,613499565410091007
ANTIBES,613499564657213439
NICE,613499562560061439
NICE,613499562568450047
VILLEFRANCHE,613499562576838655
MONACO,613499563499585535
MONACO,613499563507974143
BASTIA,613029410800402431
PORTO VECCHIO,613029557047394303
PORTO VECCHIO,613029557127086079
BONIFACIO,613027524730945535
PORT DE PROPRIANO,613029560146984959
PORT D' AJACCIO,613029596790521855
CALVI,613029432954716159
L'ILE ROUSSE,613029416489975807
L'ILE ROUSSE,613029416450129919
LA MADDALENA,613027521302102015
OLBIA,613027491186999295
OLBIA,613027490931146751
ARBATAX,613027265913028607
ARBATAX,613027265915125759
CAGLIARI,613027389066182655
CAGLIARI,613027389053599743
SARROCH OIL TERMINAL,613027405228933119
PORTO PONTE ROMANO,613481695714213887
PORTO PONTE ROMANO,613481695397543935
CARLOFORTE,613481699927392255
PORTO VESME,613481699675734015
PORTO DI ORISTANO,613027627394924543
PORTO DI ORISTANO,613027627397021695
PORTO TORRES,613497367099867135
PORTO TORRES,613497366657368063
SAN REMO,613029742219624447
SAN REMO,613029741902954495
IMPERIA,613029721547997183
RADA DI VADO,613045576707080191
SAVONA,613045576400895999
GENOVA,613045560951177215
GENOVA,613045560894554111
GENOVA,613045560898748415
LA SPEZIA,613029788927393791
LA SPEZIA,613029788671541247
MARINA DI CARRARA,613029803206901759
LIVORNO,613029762046099455
VADA,613029517050511359
PORTOFERRAIO,613029485542899711
PORTOVECCHIO DI PIOMBINO,613029483043094527
PORTO SANTO STEFANO,613026562352087039
PORTO SANTO STEFANO,613026562347892735
CIVITAVECCHIA,613026568419147775
FIUMICINO,613026535816822783
ANZIO,613026295923605503
GAETA,613026321758420991
POZZUOLI,613026344621572095
BAGNOLI,613026328198774783
NAPOLI,613026328391712767
TORRE ANNUNZIATA,613028144435167231
CASTELLAMMARE DI STABIA,613028143904587775
CASTELLAMMARE DI STABIA,613028143894102015
SALERNO,613028139989204991
SALERNO,613028139985010687
VIBO VALENTIA MARINA,613600504664031231
VIBO VALENTIA MARINA,613600504162811903
REGGIO DI CALABRIA,613600490101407743
MESSINA,613600490499866623
MILAZZO,613027980712607743
GIOIA TAURO,613600521162326015
TERMINI IMERESE,613027909210210303
PORTO DI PALERMO,613027899106131967
PORTO DI PALERMO,613027899110326271
TRAPANI,613482211926081535
TRAPANI,613482211917692927
MARSALA,613482214438469631
MAZARA DEL VALLO,613481963369529343
PORTO EMPEDOCLE,613601485827080191
PORTO EMPEDOCLE,613601485829177343
LICATA,613601433312296959
LICATA,613601433316491263
GELA,613601445769379839
POZZALLO,613601191099629567
SIRACUSA,613601518110638079
MELILLI OIL TERMINAL,613601501666869247
AUGUSTA,613601506028945407
CATANIA,613601552411656191
CATANIA,613601552424239103
LIPARI,613028012142624767
VALLETTA HARBORS,613601176744624127
VALLETTA HARBORS,613601176748818431
MARSAXLOKK,613601176132255743
CROTONE,613600362846224383
TARANTO,613026920417722367
GALLIPOLI,613026877717610495
OTRANTO,613032042707288063
OTRANTO,613032042703093759
BRINDISI,613026910399627263
TORRE DEL GRECO,613028143296413695
MONOPOLI,613026671659843583
BARI,613026664804253695
MOLFETTA,613026667696226303
MOLFETTA,613026667677351935
PORTO DI BARLETTA,613026712699011071
MANFREDONIA,613027121545084927
VASTO,613026180846583807
ORTONA,613026217611755519
ORTONA,613026217630629887
PESCARA,613026216833712127
ANCONA,613026493924114431
ANCONA,613026493932503039
PORTO DI CORSINI,613028341613592575
PORTO DI CORSINI,613028341626175487
PORTO DI CHIOGGIA,613028357270929407
PORTO DI MALAMOCCO,613028674393866239
PORTO DI MALAMOCCO,613028674389671935
PORTO DI LIDO-VENEZIA,613028674804908031
PORTO DI LIDO-VENEZIA,613028674796519423
MONFALCONE,613018605851770879
TRIESTE,613018573769539583
MUGGIA,613018569875128319
MUGGIA,613018569883516927
KOPER,613018575667462143
PIRAN,613018575791194111
PIRAN,613018575789096959
UMAG,613028418503573503
ROVINJ,613028384942850047
PULA,613028380230549503
PULA,613028380291366911
ZALIV RASA,613028425191391231
BRSICA,613028425224945663
BRSICA,613028425185099775
RIJEKA LUKA,613018579966623743
RIJEKA LUKA,613018579958235135
BAKAR,613029191245365247
BAKAR,613029191255851007
BAKAR,613029191253753855
OMISALJ,613029190645579775
OMISALJ,613029190626705407
SENJ,613029141201027071
SENJ,613029141102460927
SENJ,613029141140209663
ZADAR,613028918219243519
ZADAR,613028914362580991
SIBENIK,613028892774498303
SIBENIK,613028892770303999
SIBENIK,613028892550103039
SPLIT,613029107185221631
DUGI RAT,613029104368746495
DUGI RAT,613029104429563903
PLOCE,613029076443070463
NEUM,613034244377149439
KORCULA,613029077479063551
DUBROVNIK,613027052743819263
RISAN,613034002170773503
KOTOR,613033997729005567
TIVAT,613033998521729023
BAR,613033947353317375
SHENGJIN,613031922387386367
SHENGJIN,613031922383192063
DURRES,613031938912944127
VLORES,613032066199584767
VLORES,613032066197487615
VLORES,613032066189099007
KERKIRA,613031783736279039
KERKIRA,613031796231110655
PREVEZA,613031834615283711
PREVEZA,613031834619478015
ARGOSTOLION,613600882990252031
MESOLONGION,613601003203198975
ITEA,613600994697150463
AIGIO,613600953280495615
PATRAI,613600972526059519
KATAKOLON,613600644116250623
KATAKOLON,613600644109959167
PILOS,613600632827281407
PILOS,613600632818892799
PILOS,613600632829378559
KALAMATA,613600698663174143
KALAMATA,613600698661076991
YITHION,613600860523462655
YITHION,613600860504588287
NAVPLIO,613600712303050751
NAVPLIO,613600712292564991
SPETSES,613600687915270143
SPETSES,613600687927853055
LAVRIO,613605863722057727
LAVRIO,613605862969180159
MEGARA OIL TERMINAL,613032326185615359
MEGARA OIL TERMINAL,613032326191906815
AYIOS NIKOLAOS,613032326051397631
AYIOS NIKOLAOS,613032326055591935
ELEVSIS,613032326531645439
PAKHI OIL TERMINAL,613032314192003071
PERAMA,613032325986385919
PERAMA,613032326013648895
PIRAIEVS,613032327213219839
ORMOS MIKRO VATHI,613032301231603711
DHIAVLOS STENO,613032301200146431
DHIAVLOS STENO,613032301191757823
CHALKIS,613032301697171455
CHALKIS,613032301692977151
ORMOS ALIVERIOU,613032342402891775
ASTAKOS,613600926894129151
ASPROPIRGOS,613032327804616703
PORTHMOS EVRIPOU,613032301695074303
LARIMNA,613032332305104895
KYMASSI,613032335822028799
ACHLADI,613032597217345535
STILIS,613032603735293951
STILIS,613032603655602175
TSINGELI,613032574714904575
VOLOS,613032576459735039
VOLOS,613032576463929343
MILIANA,613032586385555455
THESSALONIKI,613030674823118847
THESSALONIKI,613032489671196671
YERAKINI,613032439844962303
YERAKINI,613032439834476543
STRATONI,613032482616377343
KAVALA,613030745379700735
LAGOS,613030725137989631
LAGOS,613030725146378239
ALEXANDROUPOLI,613031501539311615
ALEXANDROUPOLI,613031501461716991
MITILINI,613604783049146367
MITILINI,613604783051243519
PLOMARION,613032236119228415
PLOMARION,613032235863375871
VRAKHONISIS KALLONIS,613032242704285695
KHIOS,613604919624073215
NEON KARLOVAS,613604898002436095
SAMOS,613604630806396927
PITHAGORION,613604630271623167
PITHAGORION,613604630244360191
GAVRIO,613032385637777407
ANDROS,613032391159578623
MIKONOS,613605950451875839
LIMIN SIROU,613605955766059007
NISOS NAXOS,613605920489865215
MILOS,613605858227519487
AKRA KAVONISI,613605748301103103
SOUDHA,613605697059291135
RETHIMNON,613605736303296511
IRAKLION,613605812763361279
SITIA,613605774341439487
AYIOS NIKOLAOS,613605760869335039
KALI LIMENES,613605783770234879
KALI LIMENES,613605783768137727
RODHOS,613602578625724415
LIMIN KOS,613604623237775359
LIMIN KOS,613604623298592767
KALIMNOS,613604594183831551
KALIMNOS,613604594179637247
LAKKI,613604598858383359
LAKKI,613604598854189055
ALIAGA,613604746397220863
ALIAGA,613604746390929407
GEMLIK,613031157090484223
ECEABAT,613031203582246911
ECEABAT,613031203580149759
GELIBOLU,613031233823178751
GELIBOLU,613031233821081599
BORUSAN FERTILIZER JETTY,613031157411348479
AMBARLI,613031134812438527
TEKIRDAG,613031059233177599
TEKIRDAG,613031059224788991
ISTANBUL,613031128128815103
ISTANBUL,613031128137203711
DEFTERDAR BURNU,613031133229088767
ISTINYE,613031133791125503
BURGAS,613031382752428031
BURGAS,613031382756622335
VARNA,613033513871998975
VARNA,613033513861513215
MANGALIA,613033327043018751
BASARABI,613033363726401535
CONSTANTA,613033364869349375
CONSTANTA,613033364907098111
MEDGIDIA,613033367824236543
MEDGIDIA,613033367828430847
DANUBE-BLACK SEA CANAL,613033367685824511
CERNAVODA,613033631004229631
MIDIA,613033366760980479
SULINA,613023535872344063
SULINA,613023535652143103
SULINA,613023535647948799
TULCEA,613023802598621183
TULCEA,613023802590232575
BRAILA,613033637719310335
GALATI,613023794744786943
IZMAYIL,613023800373542911
ILLICHIVSK,613023727600271359
ILLICHIVSK,613023727596077055
ODESA,613023759722348543
ODESA,613023759726542847
YUZHNYY,613023758440988671
YUZHNYY,613023758520680447
YUZHNYY,613023758518583295
MYKOLAYIV,613022693727404031
MYKOLAYIV,613022693723209727
PORT OKTYABRSK,613023754739515391
PORT OKTYABRSK,613023754743709695
DNIPRO-BUZKYY,613023754412359679
DNIPRO-BUZKYY,613023754403971071
KHERSON,613022457810386943
KHERSON,613022457820872703
KHERSON,613022457812484095
BELGOROD-DNESTROVSKY,613023649355530239
SKADOVS'K,613022403710156799
KHORLY,613022415385001983
KHORLY,613022415380807679
CHORNOMORS KE,613284329266610175
CHORNOMORS KE,613284329274998783
UST-DUNAISK,613023384069996543
YEVPATORIYA,613284297186476031
YEVPATORIYA,613284297199058943
