id_port_1,H3_int_8
BAHIA DE VALPARAISO,615634429873750015
BAHIA QUINTERO (VENTANAS),615634480127803391
BAHIA HERRADURA GUAYACAN,615622699118493695
COQUIMBO,615622679493345279
HUASCO,615623007167053823
PUERTO CALDERA,615620990128357375
PUERTO CALDERA,615620990124163071
PUERTO CALDERILLA,615620989658595327
PUERTO CALDERILLA,615620990403084287
PUERTO CHANARAL,615620997520818175
TALTAL,615621269603221503
ANTOFAGASTA,615623570862637055
MEJILLONES,615623611257978879
MEJILLONES,615623611266367487
CALETA PATILLOS,615638767954296831
TOCOPILLA,615640303644180479
IQUIQUE,615638762195517439
RADA DE ARICA,615638851750199295
RADA DE ARICA,615638851787948031
PUERTO ILO,615641936331538431
BAHIA DE MATARANI,615641852894248959
BAHIA SAN NICOLAS,614994956381061119
CONCHAN OIL TERMINAL,614994427185725439
PUERTO DEL CALLAO,614994426122469375
PUERTO DEL CALLAO,614994426103595007
PUERTO DEL CALLAO,614994426095206399
LA PAMPILLA OIL TERMINAL,614994432934019071
BAHIA DE ANCON,614995724041453567
CHANCAY,614995728579690495
PUERTO DE HUACHO,614995719431913471
PUERTO DE HUACHO,614995719434010623
PUERTO SUPE,615011517416341503
PUERTO SUPE,615011516155953151
PUERTO SUPE,615011517454090239
PUNTA LOBITOS (BAHIA DE HUARMEY),615011431202422783
PUERTO DE CHIMBOTE,615011718086524927
SALAVERRY,615011749814337535
PIMENTAL,615010753281261567
PIMENTAL,615010753283358719
PUERTO BAYOVAR,615005996915359743
PUERTO BAYOVAR,615005996720324607
PAITA,615006022716620799
TALARA,615005811933970431
CALETA LOBITOS,615005812296777727
PUERTO CABO BLANCO,615005788322136063
PUERTO BOLIVAR,615006166665134079
PUERTO BOLIVAR,615006166627385343
GUAYAQUIL,615008227903406079
PUERTO MARITIMO DE GUAYAQUIL,615008223973343231
LA LIBERTAD,615008149931294719
MANTA,615008396994674687
ESMERALDAS,614298436230971391
TUMACO,614298302390730751
TUMACO,614298302394925055
BUENAVENTURA,614300450505621503
BUENAVENTURA,614300490420715519
BUENAVENTURA,614300450497232895
BALBOA,614295292140847103
VACAMONTE,614295294399479807
CHARCO AZUL,614296173265551359
PEDREGAL,614296402513625087
PUERTO ARMUELLES,614296173118750719
GOLFITO,614296411369897983
GOLFITO,614296096128106495
GOLFITO,614296411365703679
PUERTO QUEPOS,614296341146763263
PUERTO CALDERA,614414343540310015
PUERTO CALDERA,614414343483686911
PUNTARENAS,614414331905310719
PUNTARENAS,614414331917893631
PUERTO SANDINO,614413948891955199
CORINTO,614413724360376319
CORINTO,614413724421193727
PUERTO DE HENCAN,614414121573548031
LA UNION,614414138807943167
ACAJUTLA,614415095438508031
ACAJUTLA OFFSHORE TERMINAL,614415095474159615
PUERTO QUETZAL,614415264257146879
PUERTO QUETZAL,614415264219398143
PUERTO QUETZAL,614415264259244031
PUERTO MADERO,614409987847880703
PUERTO MADERO,614409987856269311
SALINA CRUZ,614407551234080767
ACAPULCO,613786240168230911
LAZARO CARDENAS,613784985354108927
MANZANILLO,613785364800208895
MANZANILLO,613785358980612095
PUERTO VALLARTA,613785403566063615
MAZATLAN,613759736535318527
TOPOLOBAMPO,613756284121907199
GUAYMAS,613756991770198015
GUAYMAS,613756991868764159
SANTA ROSALIA,613764053059239935
ISLA SAN MARCOS,613764042017734655
SAN JUAN DE LA COSTA,613759110682247167
PICHILINGUE,613759126190686207
PICHILINGUE,613759126092120063
LA PAZ,613759129890062335
LA PAZ,613759129850216447
PUERTO MORRO REDONDO,613761046831693823
PUERTO MORRO REDONDO,613761046754099199
ENSENADA,613761292009734143
ENSENADA,613761292011831295
ENSENADA,613761292020219903
ROSARITO,613222156421038079
SAN DIEGO,613222103751065599
WILSON COVE,613222202440941567
WILSON COVE,613222202539507711
ISTHMUS COVE,613222169115099135
ISTHMUS COVE,613222169110904831
AVALON,613222174303453183
AVALON,613222174263607295
NEWPORT BEACH,613222188169822207
NEWPORT BEACH,613222188167725055
LONG BEACH,613222193775509503
LOS ANGELES,613222194259951615
EL SEGUNDO,613222194928943103
EL SEGUNDO,613222194941526015
PORT HUENEME,613212086996041727
PORT HUENEME,613212087033790463
PRISONERS,613212069906350079
VENTURA,613212098547154943
VENTURA,613212098528280575
CARPINTERIA,613212095523061759
CARPINTERIA,613212095514673151
SANTA BARBARA,613212092880650239
ELLWOOD,613222688055361535
ELLWOOD,613212078156546047
GAVIOTA,613212158389387263
PISMO BEACH,613222774376235007
PISMO BEACH,613222774363652095
PORT SAN LUIS,613222774489481215
MORRO BAY,613222721779662847
MONTEREY,613212645159337983
MOSS LANDING,613196861729144831
MOSS LANDING,613196861727047679
SANTA CRUZ,613196817244356607
SANTA CRUZ,613196814788591615
DAVENPORT,613196815916859391
PRINCETOWN,613196822820683775
SAN FRANCISCO,613196569891569663
SAN FRANCISCO,613196569878986751
YERBABUENA ISLAND,613196569908346879
REDWOOD CITY,613196837806931967
ALAMEDA,613196569996427263
ALAMEDA,613196570009010175
ALAMEDA,613196570000621567
OAKLAND,613196569715408895
BERKELEY,613196570103382015
POINT RICHMOND,613196573473505279
POINT SAN PABLO,613196573108600831
SAUSALITO,613196570839482367
PINOLE POINT,613196573303635967
OLEUM,613196540319629311
MARE ISLAND,613196539753398271
MARE ISLAND,613196541047341055
SOUTH VALLEJO,613196539732426751
CROCKETT,613196539612889087
CROCKETT,613196539614986239
PORT COSTA,613196539659026431
PORT COSTA,613196539602403327
BENICIA,613196539633860607
BENICIA,613196539950530559
MARTINEZ,613196539961016319
PITTSBURG,613196590846312447
ANTIOCH,613196590877769727
ANTIOCH,613196590875672575
STOCKTON,613196960957988863
RIO VISTA,613196556801146879
RIO VISTA,613196556866158591
RIO VISTA,613196556861964287
ISLETON,613196557044416511
WALNUT GROVE,613196559011545087
COURTLAND,613196555251351551
SACRAMENTO,613196720462888959
BODEGA BAY,613196656384409599
FORT BRAGG,613193684977975295
FIELDS LANDING,613193418566270975
EUREKA,613193421110116351
EUREKA,613193421053493247
EUREKA,613193421091241983
SAMOA,613193420587925503
CRESCENT CITY,613195204358307839
CRESCENT CITY,613195204347822079
PORT ORFORD,613194930677874687
PORT ORFORD,613194930690457599
PORT ORFORD,613194930682068991
BANDON,613195008719192063
BANDON,613195008708706303
PROSPER,613194896253124607
EMPIRE,613194978820095999
NORTH BEND,613195132702818303
COOS BAY,613194978690072575
COOS BAY,613194978681683967
WINCHESTER BAY,613195142156779519
GARDINER,613195141932384255
GARDINER,613195141919801343
REEDSPORT,613195142423117823
FLORENCE/GLENADA,613195105995587583
FLORENCE/GLENADA,613195105983004671
CUSHMAN,613195093473492991
WALDPORT,613210112187695103
WALDPORT,613210112189792255
NEWPORT,613210111508217855
TOLEDO,613210110262509567
TOLEDO,613210109639655423
TOLEDO,613210110323326975
DEPOE BAY,613210079228854271
ILWACO,613209825544765439
WARRENTON,613209828952637439
WARRENTON,613209828451418111
ASTORIA,613209828717756415
ASTORIA,613209828715659263
TONGUE POINT,613209828547887103
TONGUE POINT,613209828549984255
TONGUE POINT,613209831121092607
WESTPORT,613209818181664767
WESTPORT,613209818177470463
RAINIER,613209974423683071
LONGVIEW,613209970556534783
LONGVIEW,613209970554437631
KALAMA,613209974367059967
KALAMA,613209975111548927
KALAMA,613209975119937535
ST HELENS,613209741016956927
ST HELENS,613209741019054079
PORTLAND,613209730017394687
PORTLAND,613209729516175359
VANCOUVER,613209733301534719
CAMAS,613209732506714111
WASHOUGAL,613209752700190719
WASHOUGAL,613209752198971391
THE DALLES,613210171394490367
THE DALLES,613210171356741631
NAHCOTTA,613206884058398719
NAHCOTTA,613206884068884479
SOUTH BEND,613206895492071423
SOUTH BEND,613206895494168575
RAYMOND,613206894781136895
RAYMOND,613206895005532159
RAYMOND,613206894967783423
WILLAPA HARBOR,613206894965686271
WILLAPA HARBOR,613206894963589119
WESTHAVEN COVE,613206843252015103
WESTHAVEN COVE,613206843239432191
BAY CITY,613206844111847423
BAY CITY,613206844113944575
ABERDEEN,613206846213193727
HOQUIAM,613206846202707967
HOQUIAM,613206845946855423
HOQUIAM,613206845944758271
LA PUSH,613206613636939775
LA PUSH,613206614897328127
NEAH BAY,613208395352113151
NEAH BAY,613208394855088127
SEKIU,613206595932782591
SEKIU,613206595926491135
PORT ANGELES,613206587735015423
PORT TOWNSEND,613207640253661183
PORT TOWNSEND,613207640241078271
GLEN COVE,613207640274632703
GLEN COVE,613207640285118463
HOODSPORT,613207923855720447
HOODSPORT,613207923851526143
HOODSPORT,613207923843137535
PORT GAMBLE,613207900701065215
POULSBO,613207904155074559
POULSBO,613207904157171711
KEYPORT,613207904977158143
KEYPORT,613207876617371647
WINSLOW,613207896720670719
CREOSOTE,613207896756322303
CREOSOTE,613207896747933695
FORT WARD,613207896794071039
FORT WARD,613207896781488127
EAST BREMERTON,613207877061967871
SILVERDALE,613207876304895999
SILVERDALE,613207876306993151
BREMERTON,613207876703354879
BREMERTON,613207876699160575
PORT ORCHARD,613207880885075967
PORT ORCHARD,613207880876687359
PORT ORCHARD,613207880887173119
QUARTERMASTER HARBOR,613207929333481471
SHELTON,613207909785927679
OLYMPIA,613207912958918655
NISQUALLY HEAD,613207914863132671
TACOMA,613207925554413567
SEATTLE,613207896871665663
SEATTLE,613207896867471359
POINT WELLS,613207907107864575
EDWARDS POINT,613207907040755711
EDWARDS POINT,613207907105767423
MUKILTEO,613207578758873087
MUKILTEO,613207578983268351
MUKILTEO,613207578979074047
EVERETT,613207579172012031
EVERETT,613207579176206335
EVERETT,613207579178303487
COUPEVILLE,613207656464646143
RICHARDSON,613207599776530431
RICHARDSON,613207599677964287
FRIDAY HARBOR,613207601051598847
ROCHE  HARBOR,613207612395094015
ORCAS,613207602953715711
ANACORTES,613207622446743551
ANACORTES,613207622381731839
BELLINGHAM,613207617843494911
BELLINGHAM,613207617845592063
BELLINGHAM,613207617849786367
CHERRY POINT,613207624936062975
SEMIAHMOO,613207628211814399
SEMIAHMOO,613207628220203007
BLAINE,613207628138414079
STEVESTON,613208527086813183
STEVESTON,613208526996635647
STEVESTON,613208526988247039
NEW WESTMINSTER,613208529035067391
NEW WESTMINSTER,613208529030873087
FRASER MILLS,613208529324474367
FRASER MILLS,613208529328668671
PORT COQUITLAM,613208545193623551
PORT COQUITLAM,613208545191526399
MISSION CITY,613207783476559871
VANCOUVER,613208530486296575
PORT MOODY,613208497701519359
PORT MOODY,613208497693130751
SQUAMISH,613208508036284415
PORT MELLON,613208538986053631
PORT MELLON,613208506138361855
PORT MELLON,613208538981859327
WESTVIEW,613208082108907519
WESTVIEW,613208082106810367
POWELL RIVER,613208081536385023
POWELL RIVER,613208081544773631
POWELL RIVER,613208081532190719
DUNCAN BAY,613208170906517503
DUNCAN BAY,613208170904420351
DUNCAN BAY,613208170914906111
CAMPBELL RIVER,613208111093645311
CAMPBELL RIVER,613208111099936767
CAMPBELL RIVER,613208111095742463
COMOX HARBOR,613208123225669631
COMOX HARBOR,613208123164852223
NANOOSE HARBOR,613208384658735103
NANOOSE HARBOR,613208384654540799
NANAIMO,613208387265495039
NANAIMO,613208387284369407
NANAIMO,613208387292758015
HARMAC,613208388074995711
HARMAC,613208388112744447
HARMAC,613208388072898559
CHEMAINUS,613208372811923455
CROFTON,613208376815386623
CROFTON,613208376817483775
COWICHAN BAY,613208409245745151
GANGES,613207609205325823
GANGES,613207609261948927
LYALL HARBOR,613207610553794559
HOPE BAY,613207608188207103
HOPE BAY,613207608131583999
SIDNEY,613207612174893055
BAMBERTON,613207645544775679
BAMBERTON,613207645446209535
VICTORIA HARBOR,613207645001613311
VICTORIA HARBOR,613207644989030399
ESQUIMALT HARBOR,613207642495516671
ESQUIMALT HARBOR,613207642489225215
ESQUIMALT HARBOR,613207642493419519
PORT SAN JUAN,613208389836603391
PORT ALBERNI,613208448242286591
PORT ALBERNI,613208448240189439
UCLUELET,613208460602900479
UCLUELET,613208460598706175
UCLUELET,613208477147332607
CLAYOQUOT,613208469243166719
CLAYOQUOT,613208425475604479
CLAYOQUOT,613208469182349311
AHOUSAT,613208436902985727
GOLD RIVER,613208188681977855
GOLD RIVER,613208188868624383
TAHSIS,613207146875584511
TAHSIS,613207146131095551
TAHSIS,613207146122706943
BERGH COVE,612816913252220927
BERGH COVE,612816913212375039
BERGH COVE,612816913250123775
PORT ALICE,612816862884921343
PORT ALICE,612816862964613119
PORT ALICE,612816862945738751
COAL HARBOR,612816912895705087
PORT HARDY,612816896779091967
PORT HARDY,612816897276116991
PORT HARDY,612816896774897663
SOINTULA,612816910360248319
SOINTULA,612816910173601791
SOINTULA,612816910368636927
ALERT BAY,612816903984906239
ALERT BAY,612816903993294847
ALERT BAY,612816909804503039
PORT MCNEILL,612816909877903359
BELLA COOLA,612817035826561023
BELLA COOLA,612817035845435391
BELLA BELLA,612816944057286655
BELLA BELLA,612816944053092351
KLEMTU,612816965620203519
KLEMTU,612816965630689279
KLEMTU,612816965628592127
BUTEDALE,612815157776613375
BUTEDALE,612815157795487743
BUTEDALE,612815157833236479
KEMANO BAY,612815033159647231
KITIMAT,612815027105169407
PORPOISE HARBOR,612815438910324735
PORPOISE HARBOR,612815438920810495
PRINCE RUPERT,612815471181299711
PRINCE RUPERT,612815471246311423
PRINCE RUPERT,612815471242117119
PORT SIMPSON,612815475671302143
STEWART,612817363548504063
STEWART,612817363544309759
MASSET HARBOR,612816416814399487
MASSET HARBOR,612816417330298879
PORT CLEMENTS,612816379602534399
PORT CLEMENTS,612816379594145791
QUEEN CHARLOTTE,612816409008799743
ALLIFORD BAY,612816408643895295
ALLIFORD BAY,612816408385945599
HYDER,612817363045187583
HYDER,612817363038896127
HYDER,612817363043090431
HIDDEN INLET,612818402565685247
METLAKATLA,612818314143465471
METLAKATLA,612818314399318015
GEORGE INLET,612818316276269055
GEORGE INLET,612818316196577279
KETCHIKAN,612818318943846399
KETCHIKAN,612818318981595135
WARD COVE,612818304379125759
WARD COVE,612818304416874495
WARD COVE,612818304418971647
KNUDSON COVE,612818309122883583
KNUDSON COVE,612818309129175039
LORING,612818352865279999
LORING,612818353123229695
YES BAY,612818343260323839
UNION BAY,612818340445945855
UNION BAY,612818340450140159
UNION BAY,612818340458528767
BURNETT INLET,612818609730748415
BURNETT INLET,612818609728651263
WRANGELL,612818624138182655
WRANGELL,612818623622283263
KASAAN,612818358842163199
ROSE INLET,612818479168356351
ROSE INLET,612818479233368063
HYDABURG,612818481055793151
HYDABURG,612818481059987455
HYDABURG,612818481062084607
WATERFALL,612818726626000895
CRAIG,612818725116051455
KLAWOCK,612818728737832959
STEAMBOAT BAY,612818718455496703
FISHERMANS HARBOR,612818750288166911
FISHERMANS HARBOR,612818750348984319
FISHERMANS HARBOR,612818750250418175
PETERSBURG,612818619652374527
PETERSBURG,612818619656568831
PETERSBURG,612818619658665983
KAKE,612834404330373119
WASHINGTON BAY,613002318113144831
WASHINGTON BAY,613002318117339135
BAY OF PILLARS,613002269794762751
BAY OF PILLARS,613002269798957055
BIG PORT WALTER,613002296818663423
BIG PORT WALTER,613002296827052031
BIG PORT WALTER,613002295558275071
LITTLE PORT WALTER,613002297368117247
PORT ARMSTRONG,613002296718000127
PORT ARMSTRONG,613002296720097279
PORT ARMSTRONG,613002296713805823
PORT CONCLUSION,613002292811005951
PORT CONCLUSION,613002292808908799
PORT CONCLUSION,613002292804714495
PORT ALEXANDER,613002276446928895
PORT ALEXANDER,613002276451123199
PORT ALEXANDER,613002276459511807
SITKA,613002208813776895
SITKA,613002207515639807
KIMSHAN COVE,613002215994425343
KIMSHAN COVE,613002215990231039
PELICAN,613002373339545599
PELICAN,613002373335351295
ELFIN COVE,612833920943128575
HOONAH,612833913580027903
TENAKEE SPRINGS,613002250127671295
CHATHAM,613002202887225343
CHATHAM,613002202889322495
TODD,613002202281148415
HOOD BAY,613002243922198527
HOOD BAY,613002244360503295
HOOD BAY,613002244364697599
HAWK INLET,612834676454719487
FUNTER,612834680567234559
FUNTER,612834680571428863
DUPONT,612834658947694591
DUPONT,612834659027386367
DUPONT,612834659008511999
JUNEAU,612834659448913919
JUNEAU,612834659446816767
HAINES/PORT CHILKOOT,612833771728666623
TANANI POINT,612833772204720127
SKAGWAY,612833801931849727
SKAGWAY,612833801871032319
SKAGWAY,612833801866838015
LETNIKOF COVE,612833772041142271
LETNIKOF COVE,612833772036947967
LETNIKOF COVE,612833772028559359
EXCURSION INLET,612833949233709055
YAKUTAT,612834166850977791
YAKUTAT,612834166853074943
YAKUTAT,612834166773383167
KATALLA,612705411803381759
KATALLA,612705411738370047
KATALLA,612705411799187455
ORCA,612705419351031807
CORDOVA,612705418822549503
CORDOVA,612705418883366911
CORDOVA,612705418818355199
SHEPARD POINT,612705452337135615
SWANPORT,612705329211244543
SWANPORT,612705329215438847
VALDEZ,612705334330392575
VALDEZ,612705334328295423
WHITTIER,612705466771832831
WHITTIER,612705472583041023
CRAB BAY,612705074893815807
PORT ASHTON,612705074822512639
LATOUCHE/SAN JUAN CANNERY,612705074872844287
LATOUCHE/SAN JUAN CANNERY,612705074853969919
SEWARD,612705242720501759
SEWARD,612705242819067903
PORT GRAHAM,612706242791473151
SELDOVIA,612706239738019839
SELDOVIA,612706240998408191
COAL POINT/HOMER,612706276754849791
NINILCHIK,612706197990014975
NINILCHIK,612706197981626367
KENAI,612706518206251007
KENAI,612706518214639615
KENAI,612706518204153855
NIKISKI,612706438403325951
NIKISKI,612706438407520255
ANCHORAGE,612708573404725247
DRIFT RIVER,612706191872622591
DRIFT RIVER,612706191876816895
SNUG HARBOR,612706153947725823
SNUG HARBOR,612706153939337215
SNUG HARBOR,612706153194848255
OUZINKIE,612706898533154815
OUZINKIE,612706898468143103
KODIAK,612706895886548991
KODIAK,612706895966240767
WOMENS BAY,612706862531346431
PORT HOBRON,612716712990605311
PORT HOBRON,612716712980119551
MCCORD,612716713015771135
MCCORD,612716714276159487
THREE SAINTS BAY,612716668973481983
THREE SAINTS BAY,612716668986064895
TRAP POINT,612716697536692223
LAZY BAY,612716699541569535
LAZY BAY,612716699552055295
KARLUK,612716725554642943
KARLUK,612716725546254335
UYAK,612716723805618175
UYAK,612716723801423871
LARSEN BAY,612716724413792255
LARSEN BAY,612716724376043519
PORT OBRIEN,612716953242435583
PORT OBRIEN,612716953229852671
PORT OBRIEN,612716953238241279
DRY SPRUCE BAY,612716955360559103
PORT VITA,612716943828320255
BEAR ISLAND,612707134884282367
HOGG ISLAND,612716981958737919
HOGG ISLAND,612716981956640767
PORT WILLIAM,612707135330975743
PORT WILLIAM,612707135322587135
KANATAK,612716619736547327
KANATAK,612716619744935935
KANATAK,612716619732353023
CHIGNIK,612714852363796479
CHIGNIK,612714852326047743
CHIGNIK,612714851610918911
IVANOF BAY,612714829681000447
IVANOF BAY,612714829641154559
IVANOF BAY,612714829678903295
SAND POINT,612715842993389567
SAND POINT,612715842980806655
BARALOF BAY,612715845843419135
BARALOF BAY,612715845835030527
UNGA,612715874333229055
BELKOFSKI,612715503879716863
BELKOFSKI,612715503888105471
KING COVE,612715552072269823
COLD BAY,612715557656985599
COLD BAY,612715557654888447
SANAK,612715680002736127
AKUTAN HARBOR,613101999862317055
AKUTAN HARBOR,613101999858122751
CANNERY BAY,613102340435607551
MAKUSHIN,613102341507252223
DUTCH HARBOR,613102027517460479
DUTCH HARBOR,613102027525849087
UNALASKA,613102027330813951
UNALASKA,613102027335008255
PALISADES POINT,613103657549823999
ADAK NAVAL AIR STATION,613093889183580159
CONSTANTINE HARBOR,612882723280781311
CONSTANTINE HARBOR,612882723291267071
KISKA,612882628055400447
ALCAN HARBOR,612882316806586367
SKOOT COVE,612882317056147455
MASSACRE BAY,612882104044224511
MASSACRE BAY,612882104560123903
VILLAGE COVE,613102764836257791
VILLAGE COVE,613102764827869183
PORT MOLLER,612714082346205183
PORT MOLLER,612714082348302335
PORT HEIDEN,612713919059853311
PORT HEIDEN,612713919057756159
PORT HEIDEN,612713919053561855
PILOT POINT,612716790239199231
PILOT POINT,612716790249684991
UGASHIK,612716787865223167
UGASHIK,612716787930234879
UGASHIK,612716787869417471
EGEGIK,612717028687478783
EGEGIK,612717028685381631
NAKNEK,612717067184898047
NAKNEK,612717067224743935
KOGGIUNG,612716150366666751
KOGGIUNG,612716150326820863
EKUK,612716261803032575
EKUK,612716261790449663
CLARKS POINT,612716261421350911
CLARKS POINT,612716261423448063
DILLINGHAM,612716308070399999
DILLINGHAM,612716308135411711
DILLINGHAM,612716308074594303
PLATINUM,612717253785288703
PLATINUM,612717253747539967
PLATINUM,612717253787385855
BETHEL,612702517647638527
NASH HARBOR,612712412820275199
KWIGUK,612702007483957247
KWIGUK,612702007481860095
KOTLIK,612701850182877183
KOTLIK,612701850184974335
HAMILTON,612701851713798143
HAMILTON,612701851774615551
ST MICHAEL,612701872253304831
UNALAKLEET,612700794617069567
UNALAKLEET,612700794696761343
SOLOMON,612702040325357567
NOME,612702057331163135
GRANTLEY HARBOR,612702088643739647
GRANTLEY HARBOR,612702088662614015
SAVOONGA,612712049478205439
SHISHMAREF,612704143213068287
DEERING,612704199458684927
KOTZEBUE,612703988613119999
KOTZEBUE,612703989873508351
WAINWRIGHT,612720176997072895
WAINWRIGHT,612720177076764671
BARROW,612718491241283583
PRUDHOE BAY,612719182057832447
BERNARD HARBOR,612726245293031423
BERNARD HARBOR,612726245301420031
TUKTOYAKTUK,612725245421289471
TUKTOYAKTUK,612725245360472063
POLICE POINT,612826296057069567
POLICE POINT,612826295992057855
PAULATUK,612826021869125631
PEARCE POINT,612826034420580351
PEARCE POINT,612826034418483199
TYSOE POINT,612826372890427391
TYSOE POINT,612826372903010303
SACHS HARBOR,612534258140971007
SACHS HARBOR,612534258080153599
CAPE YOUNG,612826829895499775
BERNARD HARBOR,612826930607030271
BERNARD HARBOR,612826930611224575
LADY FRANKLIN POINT,612826937563283455
COPPERMINE,612826675025018879
COPPERMINE,612826675022921727
CAMBRIDGE BAY,612538673736450047
CAMBRIDGE BAY,612538667480645631
RESOLUTE BAY,612530409716056063
BARENTSBURG,612512740847648767
BARENTSBURG,612512740839260159
LONGYEARBYEN,612512894759731199
NY ALESUND,612513602254929919
NY ALESUND,612513602252832767
KIRKENES,612510842180599807
KIRKENES,612510842188988415
KIRKENES,612510842375634943
VADSO,612510790185910271
VADSO,612510790196396031
BATSFJORDEN,612510550173155327
BATSFJORDEN,612510550112337919
VARDO,612510483586482175
VARDO,612510483072679935
VARDO,612510483588579327
BERLEVAG,612510544756211711
BERLEVAG,612510544758308863
KJOLLEFJORDEN,612509478425722879
KJOLLEFJORDEN,612509478429917183
HONNINGSVAG,612509521062920191
HONNINGSVAG,612509521060823039
KVALSUND,612509378976677887
KVALSUND,612509378972483583
KVALSUND,612509378970386431
HAMMERFEST,612509390364213247
HAMMERFEST,612509390372601855
SORVAER,612509714430820351
SORVAER,612509714432917503
SORVAER,612509714437111807
BREDVIK,612509715057868799
BREDVIK,612509714556649471
BREDVIK,612509714560843775
OKSFJORD,612509739747639295
OKSFJORD,612509739758125055
ALTA,612509628376285183
ALTA,612509628372090879
TALVIK,612509630192418815
TROMSO,612646587702706175
TROMSO,612646587698511871
TROMSO,612646587690123263
GIBOSTAD,612646611117408255
GIBOSTAD,612646611115311103
GIBOSTAD,612646611111116799
FINNSNES,612646610511331327
FINNSNES,612646610513428479
FINNSNES,612646610507137023
MEDBY,612654006862348287
MEDBY,612654006870736895
SJOVEGAN,612654007017537535
SJOVEGAN,612646549396127743
SJOVEGAN,612646549398224895
HARSTAD,612654025675898879
ANDENES,612654043191312383
SORTLAND,612653936211394559
SORTLAND,612653936215588863
SORTLAND,612653936217686015
STOKKMARKNES,612653937593417727
STOKKMARKNES,612653937631166463
STOKKMARKNES,612653937650040831
REINE,612654121398304767
REINE,612654121406693375
BALLSTAD,612654099464191999
BALLSTAD,612654099543883775
BALLSTAD,612654099483066367
STAMSUND,612654099403374591
STAMSUND,612654099415957503
STAMSUND,612654099407568895
HENNINGSVAER,612654111189368831
HENNINGSVAER,612654111151620095
SVOLVAER,612653955085762559
SVOLVAER,612653955094151167
SKROVA HAVN,612654108555345919
BRETTESNES,612653954418868223
LODINGEN,612654167959273471
LODINGEN,612654168382898175
LODINGEN,612654167940399103
ULVIK,612654015703941119
ULVIK,612654015712329727
ULVIK,612654015701843967
LILANDSGRUNNEN,612654177075593215
LILANDSGRUNNEN,612654177094467583
LILANDSGRUNNEN,612654177037844479
NARVIK,612646539589844991
NARVIK,612646539600330751
LITLE BALLANGEN,612654179464249343
LITLE BALLANGEN,612654179468443647
DRAG,612654139341537279
KORSNES,612654137464586239
TRANOY,612654185797648383
TRANOY,612654185862660095
TRANOY,612654185858465791
KJERRINGOY,612654089578217471
BODO,612633147820998655
BODO,612633148045393919
LAKSELV,612646061875396607
LAKSELV,612646061877493759
LAKSELV,612646061881688063
FAUSKE,612646058295558143
FAUSKE,612646058287169535
FAUSKE,612646058285072383
ROGNAN,612646064744300543
ROGNAN,612646064748494847
ROGNAN,612646064756883455
ORNES,612633159258865663
ORNES,612633159256768511
GLOMFJORD,612633127023542271
GLOMFJORD,612633127019347967
GLOMFJORD,612633127084359679
SANDNESSJOEN,612633220040622079
SANDNESSJOEN,612633220051107839
SANDNESSJOEN,612633220049010687
MO INLET,612633247672696831
MO INLET,612633247678988287
MO INLET,612633247674793983
HEMNESBERGET,612633295103983615
HEMNESBERGET,612633295131246591
MOSJOEN,612633182042324991
MOSJOEN,612633185458585599
MOSJOEN,612633182050713599
TJOTTA,612633174385623039
TJOTTA,612633174484189183
TJOTTA,612633174475800575
BRONNOYSUND,612633193775890431
BRONNOYSUND,612633194291789823
BRONNOYSUND,612633194293886975
BRONNOYSUND,612633193777987583
BERG,612630507510824959
RORVIK,612630313870295039
RORVIK,612630313866100735
RORVIK,612630314367320063
SALSBRUKET,612630546480103423
SALSBRUKET,612630546419286015
SALSBRUKET,612630546415091711
SALSBRUKET,612630546406703103
NAMSOS,612630469151817727
MALM,612630461161668607
MALM,612630461165862911
MALM,612630461167960063
STEINKJER,612630431294029823
STEINKJER,612630431237406719
STEINKJER,612630431275155455
DJUPVIKEN,612630478375092223
DJUPVIKEN,612630478377189375
LEVANGER,612630478278623231
LEVANGER,612631744033587199
LEVANGER,612630478316371967
LANGSTEIN,612631731683459071
LANGSTEIN,612631731696041983
LANGSTEIN,612631731687653375
MURUVIK,612631731838648319
MURUVIK,612631731847036927
MURUVIK,612631731834454015
HOMMELVIK,612631730649563135
HOMMELVIK,612631730647465983
HOMMELVIK,612631730643271679
TRONDHEIM,612631767913857023
TRONDHEIM,612631767978868735
TRONDHEIM,612631767974674431
THAMSHAMM,612631770734526463
THAMSHAMM,612631770814218239
THAMSHAMM,612631770753400831
KRISTIANSUND,612633613646692351
SUNNDALSORA,612633734348275711
SUNNDALSORA,612633733595398143
BUD,612634009962283007
BUD,612634009966477311
HAROYSUND,612634009901465599
MOLDE,612633758060773375
MOLDE,612633758052384767
ANDALSNES,612633727454937087
ANDALSNES,612633775586672639
HAREID,612634019424632831
HAREID,612634019435118591
MOLDTUSTRANDA,612659644042575871
MOLDTUSTRANDA,612659644044673023
MOLDTUSTRANDA,612659644038381567
ORSTAV,612659642025115647
ORSTAV,612659642033504255
ORSTAV,612659642037698559
ALESUND,612634020504666111
ALESUND,612634020724867071
MALOY,612659637153431551
MALOY,612659637231026175
FLORO,612659571722289151
FLORO,612659571741163519
FLORO,612659571713900543
ARDALSTANGEN,612657263112355839
MONGSTAD,612659582029791231
MONGSTAD,612659582040276991
STURA,612656784045244415
STURA,612656783946678271
STURA,612656783955066879
VAKSDAL,612656744939651071
VAKSDAL,612656745363275775
VAKSDAL,612656745365372927
BERGEN,612656748106350591
BERGEN,612656748114739199
BERGEN,612656748116836351
